Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Cape Verde,Country_China,Country_Colombia,Country_Croatia,Country_Czechia,Country_Denmark,Country_Ecuador,Country_England,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Serbia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Uruguay,Country_nan
Danny Zambrano,23,73,Fairly Determined,5979,8.5,2038-06-30,23500.0,0.6,Italy (Serie A),Italian Serie A,2034-09-01,2.7,6,11,7,11,7,11,15,8,12,4,13,9,14,15,18,16,13,14,15,12,12,16,7,15,10,9,7,9,3,7,5,5,14,9,9,12,nEU,6.52,2 (11),Not set,- - -,13,0,Italy,1272.0,22.655030800821354,0.34496919917864477,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Noah Ángel,24,72,Resilient,3835,22.75,2038-06-30,57000.0,9.0,Italy (Serie A),Italian Serie A,2034-02-13,5.75,8,12,10,13,6,12,16,7,14,7,8,10,13,16,16,17,14,15,17,11,13,15,10,14,11,13,10,9,2,2,13,2,16,11,7,13,,6.95,10 (12),Not set,- - -,22,0,Italy,1272.0,23.107460643394933,0.892539356605065,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jonah Kusi-Asare,27,78,Fairly Determined,5962,16.25,2037-06-30,53000.0,14.5,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-08-20,41.5,10,13,13,13,12,13,12,6,14,9,10,10,10,15,12,16,20,14,14,14,14,13,4,11,14,13,12,11,3,4,6,7,12,7,12,7,Wnt,7.01,2 (11),Not set,- - -,13,0,France,907.0,25.62286105407255,1.377138945927447,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Abderrahmane Daoud,26,69,Resolute,6445,11.9,2038-06-30,27500.0,1.9,Netherlands (Eredivisie),Eredivisie,2034-02-01,2.2,14,14,8,12,11,13,17,11,15,5,12,11,15,15,15,16,5,12,13,10,17,15,5,16,17,13,9,6,1,2,6,5,15,11,4,6,Inj,6.87,7 (17),Not set,- - -,24,0,Netherlands,1272.0,25.07460643394935,0.9253935660506503,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Allen Obando,28,73,Balanced,6556,23.0,2037-06-30,37000.0,2.4,Türkiye (Super League),Turkish Super League,2032-01-22,1.9,5,14,7,15,9,13,14,9,15,8,9,8,9,13,17,11,13,15,11,12,14,15,7,15,14,15,15,11,1,5,3,6,15,9,3,9,,6.99,17,Not set,- - -,17,0,Türkiye,907.0,25.045859000684462,2.954140999315537,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Ezechiel Banzuzi,29,75,Balanced,3671,0.32999999999999996,2035-06-30,2700.0,0.3,France (National),French National,2034-07-11,1.8,11,9,13,11,10,15,13,7,12,7,10,11,11,5,13,12,15,13,11,14,16,12,8,9,10,12,12,7,5,5,6,4,12,11,6,9,Inj,7.04,16,Not set,- - -,16,0,France,176.0,28.512662559890487,0.487337440109514,3.0,378.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
David Leonard,26,77,Resolute,4953,37.0,2038-06-30,52000.0,6.5,England (Premier Division),English Premier Division,2034-01-06,14.0,11,14,12,17,9,13,15,7,14,8,12,15,10,15,13,14,16,13,12,14,14,12,11,12,17,15,13,9,5,9,9,5,16,13,12,16,,6.80,22,Not set,- - -,22,0,England,1272.0,25.003422313483917,0.9965776865160849,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gustavo Ferreira,27,75,Resolute,5300,50.0,2038-06-30,41500.0,18.25,England (Sky Bet Championship),Sky Bet Championship,2032-06-30,25.5,10,15,10,15,12,15,14,10,17,11,10,14,13,15,15,16,14,15,13,14,15,16,9,13,15,13,13,12,5,8,5,6,14,11,12,9,Wnt,6.99,23,Not set,- - -,23,0,England,1272.0,24.4839151266256,2.516084873374401,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oskar Spiten-Nysæter,27,70,Perfectionist,3947,7.199999999999999,2036-06-30,27000.0,0.7,Türkiye (Super League),Turkish Super League,2033-07-01,5.25,12,14,12,15,9,12,15,11,13,6,7,13,10,15,14,12,5,14,11,9,14,15,7,12,13,13,14,8,5,3,7,4,14,10,11,11,,6.76,1 (17),Not set,- - -,18,0,Türkiye,542.0,25.48596851471595,1.514031485284052,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Arif Haryanto,26,70,Resilient,3823,5.800000000000001,2038-06-30,74000.0,5.5,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-06-30,15.5,8,11,16,15,7,13,15,14,13,4,9,9,12,15,16,16,7,17,12,10,15,16,8,16,14,11,8,8,5,6,11,2,10,10,5,13,,6.87,4 (15),Not set,- - -,19,0,France,1272.0,25.482546201232033,0.5174537987679672,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gonzalo Villalba,25,76,Fairly Ambitious,3463,4.949999999999999,2037-12-31,10500.0,1.9,Argentina (Premier Division),Argentine Premier Division,2034-09-27,1.9,7,13,16,13,10,12,15,6,12,7,8,9,9,11,14,15,15,16,12,12,8,13,4,15,11,13,10,8,3,2,8,5,15,10,6,6,,-,-,Not set,- - -,0,0,Argentina,1091.0,24.72621492128679,0.2737850787132101,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kelefa Camara,27,68,Fairly Professional,5564,9.3,2037-06-30,51000.0,11.5,Belgium (Jupiler Pro League),Jupiler Pro League,2033-06-03,18.75,11,14,9,16,9,16,13,11,14,9,11,14,11,11,14,12,7,14,15,13,11,14,7,14,13,14,12,11,4,8,5,7,14,12,4,8,,6.71,0 (7),Not set,- - -,7,0,Belgium,907.0,25.409308692676248,1.5906913073237507,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jhon Peña,24,69,Mercenary,4893,7.1,2036-06-30,33500.0,,Italy (Serie A),Italian Serie A,2031-12-22,0.65,8,13,10,14,9,14,14,6,13,5,8,11,9,15,16,17,6,14,15,12,14,16,5,12,14,15,12,11,4,3,6,2,15,12,5,7,,6.67,1 (10),Not set,- - -,11,0,Italy,542.0,20.960985626283367,3.0390143737166326,2.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Juan José Molina,25,68,Fickle,3627,5.45,2037-12-31,15000.0,1.3,Brazil (First Division),Brazilian National First Division,2034-08-17,2.9,10,12,10,12,7,11,14,10,14,8,9,10,14,9,15,14,6,15,14,11,10,15,8,12,11,12,7,11,3,3,8,2,15,9,5,12,,-,-,Not set,- - -,0,0,Brazil,1091.0,24.613963039014372,0.3860369609856263,2.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Getterson,23,70,Resolute,3592,5.8,2037-12-31,27000.0,6.75,Brazil (First Division),Brazilian National First Division,2034-04-23,5.5,7,8,9,13,7,12,15,6,13,7,7,7,8,15,15,14,7,16,12,10,10,15,9,13,10,13,9,6,5,6,12,6,16,8,6,13,,-,-,Not set,- - -,0,0,Brazil,1091.0,22.29637234770705,0.70362765229295,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorriso,28,71,Fairly Professional,7590,23.0,2037-12-31,49500.0,18.25,Brazil (First Division),Brazilian National First Division,2033-03-02,16.5,9,14,9,15,11,14,14,11,16,7,11,11,12,12,16,13,13,15,14,14,15,14,11,16,12,13,10,10,3,8,7,5,13,13,9,10,,-,-,Not set,- - -,0,0,Brazil,1091.0,26.154688569472963,1.8453114305270362,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Harrison Dassie,25,76,Mercenary,5152,104.5,2038-06-30,165000.0,13.5,England (Premier Division),English Premier Division,2033-05-21,13.5,11,14,10,18,10,15,16,6,18,9,12,9,13,15,13,17,16,17,15,13,14,16,7,13,16,16,14,10,3,5,11,2,16,10,9,10,,6.91,26,Not set,- - -,26,0,England,1272.0,23.373716632443532,1.626283367556468,2.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vitor Roque,29,69,Fairly Professional,10000,240.5,2037-06-30,375000.0,34.5,Spain (First Division),Spanish First Division,2031-08-17,38.5,11,17,12,20,15,16,16,13,18,13,12,17,13,11,18,16,7,15,15,15,16,16,14,15,18,16,13,14,8,12,11,10,17,14,14,17,,7.39,22,Not set,- - -,22,0,Spain,907.0,25.61327857631759,3.3867214236824092,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Jalles,25,69,Determined,2993,2.09,2036-12-31,4400.0,1.1,Brazil (First Division),Brazilian National First Division,2033-07-25,0.875,7,10,7,12,8,13,13,4,13,6,12,11,10,18,14,14,7,16,11,11,13,15,7,13,11,11,6,7,1,4,6,3,14,12,3,9,Inj,-,-,Not set,- - -,0,0,Brazil,726.0,23.55167693360712,1.4483230663928817,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jermano Benninga,22,72,Driven,2092,0.16999999999999998,2035-06-30,5000.0,1.6,Netherlands (Eredivisie),Eredivisie,2033-01-27,1.3,9,12,9,13,8,14,13,8,11,5,10,11,11,18,11,13,11,11,12,13,10,11,5,9,12,14,16,11,1,8,9,5,14,9,6,8,Wnt,-,0 (2),Not set,- - -,2,0,Netherlands,176.0,20.06160164271047,1.9383983572895278,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aureli,26,72,Fickle,5411,44.5,2036-06-30,59000.0,21.5,Spain (First Division),Spanish First Division,2032-01-29,17.0,13,15,9,13,12,15,16,10,13,10,10,13,12,12,18,16,14,16,15,12,18,17,11,16,9,12,8,8,1,6,8,4,14,10,2,13,Wnt,6.88,19,Not set,- - -,19,0,Spain,542.0,23.065023956194388,2.9349760438056127,2.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Jhon Jairo Alcívar,23,70,Fairly Determined,6006,15.5,2037-06-30,28500.0,2.9,Italy (Serie A),Italian Serie A,2032-08-24,2.2,9,14,10,14,11,13,18,4,16,10,10,8,13,17,14,17,8,15,16,10,16,13,11,13,15,14,12,7,2,7,14,4,15,8,4,5,nEU,6.81,4 (10),Not set,- - -,14,0,Italy,907.0,20.634496919917865,2.3655030800821355,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jean-Paul N´Diaye,28,72,Fairly Determined,3853,2.6125000000000003,2036-06-30,10500.0,2.2,England (Sky Bet Championship),Sky Bet Championship,2034-06-24,2.7,15,10,9,15,5,10,14,10,12,7,5,11,10,15,15,11,10,13,11,10,18,14,5,12,14,13,7,8,1,4,4,1,13,12,4,8,ESC,6.48,0 (10),Not set,- - -,10,0,England,542.0,27.46611909650924,0.5338809034907598,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joaquín Alegre,26,78,Model Professional,10000,211.0,2039-06-30,375000.0,76.0,England (Premier Division),English Premier Division,2034-04-21,76.0,15,18,13,18,13,15,18,10,17,13,11,13,12,18,14,17,17,16,16,14,16,16,8,17,17,15,14,10,5,12,6,8,17,14,10,11,,7.12,24 (1),Not set,- - -,25,0,England,1637.0,25.290896646132786,0.7091033538672142,5.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aldo Job,26,69,Ambitious,5496,31.5,2038-06-30,75000.0,19.5,Italy (Serie A),Italian Serie A,2034-06-30,21.0,8,15,9,17,11,17,17,15,16,12,12,15,10,17,14,15,14,14,15,12,14,12,9,15,12,15,12,11,4,8,13,8,14,16,7,9,,7.04,19,Not set,- - -,19,0,Italy,1272.0,25.482546201232033,0.5174537987679672,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Baptiste Van Loon,26,71,Professional,5441,25.0,2038-06-30,79000.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-01-24,12.5,11,14,7,16,11,13,14,14,14,8,11,12,9,12,17,17,13,15,13,11,14,17,8,14,10,13,14,9,3,6,9,2,15,15,5,11,,6.92,18,Not set,- - -,18,0,France,1272.0,25.052703627652292,0.947296372347707,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Agustín Ruberto,28,72,Fairly Professional,7966,48.0,2038-06-30,575000.0,33.5,England (Premier Division),English Premier Division,2034-07-16,50.0,13,13,8,13,10,15,14,7,16,10,11,11,14,11,17,16,13,16,14,14,15,14,7,15,14,14,13,8,3,9,7,7,15,14,11,13,,7.28,11 (6),Not set,- - -,17,0,England,1272.0,27.526351813826146,0.4736481861738535,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jhon Román,26,74,Balanced,6200,21.75,2037-06-30,46000.0,7.25,Germany (Bundesliga),Bundesliga,2032-09-01,7.5,19,12,6,14,7,15,15,11,15,7,12,11,11,11,15,13,15,15,15,11,13,15,10,15,15,12,8,16,1,2,6,1,14,12,2,10,,7.05,2 (9),Not set,- - -,11,0,Germany,907.0,23.65639972621492,2.3436002737850785,3.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yulián Zarruk,26,68,Professional,5223,21.25,2039-06-30,59000.0,3.7,Germany (Bundesliga),Bundesliga,2034-11-19,4.2,10,12,11,14,7,12,16,15,14,9,10,14,12,16,16,15,7,14,13,12,19,13,7,15,8,13,7,9,1,5,15,2,16,10,8,4,,6.95,0 (14),Not set,- - -,14,0,Germany,1637.0,25.871321013004792,0.12867898699520877,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fahrettin Civelek,24,74,Resolute,3005,1.9549999999999998,2037-06-30,6250.0,0.875,Türkiye (Super League),Turkish Super League,2033-07-21,1.2,14,11,5,12,6,11,15,4,14,3,8,9,11,16,13,11,13,13,13,12,14,14,2,12,14,13,10,7,1,2,4,2,15,10,7,5,,6.72,17,Not set,- - -,17,0,Türkiye,907.0,22.54072553045859,1.45927446954141,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Charlie Fitzwater,26,73,Resolute,3167,8.7,2036-06-30,22500.0,1.3,England (Sky Bet Championship),Sky Bet Championship,2034-07-15,1.1,10,12,9,15,9,13,15,11,14,9,14,12,10,15,15,13,16,12,12,12,17,12,6,16,13,13,8,8,3,6,5,3,16,13,11,12,,6.92,17 (9),Not set,- - -,26,0,England,542.0,25.523613963039015,0.47638603696098564,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
