Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Cyprus,Country_DR Congo,Country_Denmark,Country_England,Country_Finland,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Lewis Ferguson,35,71,Spirited,8364,,2036-06-30,110000.0,,England (Premier Division),English Premier Division,2034-05-08,3.0,16,14,15,15,14,14,13,12,15,14,14,14,17,16,10,13,12,11,13,12,18,10,7,9,12,14,13,13,6,13,7,14,15,17,16,10,Inj,7.07,19,Not set,- - -,19,0,England,542.0,34.337440109514034,0.6625598904859685,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Christos Zafeiris,31,68,Spirited,8360,,2036-06-30,110000.0,40.0,England (Premier Division),English Premier Division,2033-01-27,126.0,12,14,7,14,12,16,14,11,15,13,12,16,14,15,15,11,6,13,14,9,13,14,12,11,11,16,8,12,7,11,12,11,16,15,11,12,,7.16,22 (3),Not set,- - -,25,0,England,542.0,29.06160164271047,1.9383983572895278,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Assan Ouédraogo,28,75,Resolute,8359,85.0,2038-06-30,110000.0,16.25,England (Premier Division),English Premier Division,2034-02-08,13.25,10,13,12,15,12,14,16,13,15,12,12,15,13,16,15,14,15,13,13,13,14,14,6,15,12,15,11,14,5,10,9,9,15,15,13,8,,7.21,20,Not set,- - -,20,0,England,1272.0,27.093771389459274,0.9062286105407256,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kristjan Asllani,32,69,Fairly Professional,8353,20.75,2036-06-30,170000.0,50.0,Italy (Serie A),Italian Serie A,2033-01-31,103.0,10,16,12,16,13,13,13,12,14,15,14,15,12,12,14,14,8,13,15,11,15,15,12,11,10,16,8,13,5,11,12,11,14,17,12,11,Wnt,6.77,3 (14),Not set,- - -,17,0,Italy,542.0,30.072553045859,1.9274469541409993,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Harvey Elliott,31,67,Fairly Determined,8349,32.0,2036-06-30,165000.0,39.0,Spain (First Division),Spanish First Division,2034-09-01,107.0,13,14,14,16,14,15,15,11,16,10,16,16,17,16,16,15,6,12,14,11,12,12,12,13,9,16,7,10,7,9,11,10,16,17,12,16,,6.93,2 (10),Not set,- - -,12,0,Spain,542.0,30.655030800821354,0.34496919917864477,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Luka Sučić,32,73,Fairly Determined,8346,9.0,2035-06-30,175000.0,38.0,Spain (First Division),Spanish First Division,2031-10-09,32.5,4,15,13,12,13,13,14,11,16,9,12,14,13,15,14,13,13,15,13,13,14,14,11,14,11,14,11,13,3,8,11,8,16,14,8,12,Wnt,7.38,16,By request,- - -,16,1,Spain,176.0,28.758384668035593,3.241615331964408,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Morten Hjulmand,35,73,Resolute,8343,1.5,2035-06-30,115000.0,54.0,Spain (First Division),Spanish First Division,2033-01-07,58.0,18,14,15,12,17,14,11,13,13,15,15,15,16,17,11,12,9,11,12,9,16,10,7,10,10,15,8,13,8,12,7,16,14,16,9,11,Wnt,6.64,4 (17),Listed,- - -,21,1,Spain,176.0,33.00684462696783,1.9931553730321698,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Fabio Miretti,31,71,Perfectionist,8308,,2036-06-30,185000.0,12.25,Germany (Bundesliga),Bundesliga,2034-01-19,9.5,12,14,13,15,14,12,13,11,15,12,14,15,15,16,16,13,11,14,14,12,16,15,14,12,11,14,7,11,8,10,11,12,14,16,12,13,,7.32,22,Not set,- - -,22,0,Germany,542.0,30.039014373716633,0.9609856262833676,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ederson,35,72,Resolute,8289,,2036-06-30,13250.0,,Italy (Serie A),Italian Serie A,2034-12-03,24.5,13,16,12,14,13,14,16,9,16,13,14,14,13,15,8,11,11,8,10,7,13,9,8,8,12,14,13,12,5,12,10,13,15,15,11,11,,6.82,19 (1),Not set,- - -,20,0,Italy,542.0,34.90965092402464,0.09034907597535935,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lazar Samardžić,32,72,Fairly Ambitious,8265,,2036-06-30,74000.0,,Italy (Serie A),Italian Serie A,2034-12-29,2.6,13,14,11,15,12,15,16,9,15,8,12,16,12,13,10,13,12,9,9,10,13,10,15,13,13,16,5,15,4,6,15,6,16,16,13,15,,6.84,18,Not set,- - -,18,0,Italy,542.0,31.980835044490075,0.019164955509924708,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yehor Yarmoliuk,30,71,Resolute,8217,73.0,2036-06-30,155000.0,68.0,England (Premier Division),English Premier Division,2034-03-25,52.0,13,15,14,14,13,14,13,9,14,12,12,15,17,15,14,13,12,15,14,12,16,15,11,13,12,13,9,12,6,12,9,11,13,14,10,12,Inj,6.92,12 (11),Not set,- - -,23,0,England,542.0,29.21697467488022,0.783025325119781,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Samú,34,72,Resolute,8212,5.2,2036-06-30,67000.0,,Portugal (Premier League),Portuguese Premier League,2035-01-03,70.0,14,17,14,15,14,13,10,14,13,16,14,15,17,15,14,13,13,12,14,11,15,11,8,9,10,14,8,12,8,12,9,16,15,16,10,9,,7.00,13 (3),Not set,- - -,16,0,Portugal,542.0,33.99452429842574,0.0054757015742642025,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Martin Baturina,31,68,Spirited,8195,,2036-06-30,110000.0,19.5,Italy (Serie A),Italian Serie A,2033-11-23,49.5,11,14,10,16,9,12,16,11,14,11,11,16,12,16,15,15,6,12,12,12,14,13,12,15,11,15,5,13,5,9,13,9,15,15,10,12,,7.23,18,Not set,- - -,18,0,Italy,542.0,29.882956878850102,1.1170431211498972,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matheus Nunes,36,72,Professional,8191,0.55,2035-06-30,14250.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-07-17,185.0,15,13,16,12,17,14,16,9,13,14,15,14,15,15,9,12,11,9,11,8,17,9,13,10,12,14,9,13,7,11,12,11,15,14,12,13,,6.96,19,Not set,- - -,19,0,France,176.0,34.52977412731006,1.4702258726899384,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Florentino Luís,35,72,Fairly Professional,8188,3.0,2035-06-30,97000.0,,Spain (First Division),Spanish First Division,2034-10-06,45.0,14,19,15,13,17,14,11,10,11,17,17,15,16,14,10,12,13,9,12,8,16,11,4,7,4,15,9,7,8,14,4,18,14,15,10,5,Wnt,7.09,18,Listed,- - -,18,1,Spain,176.0,34.75085557837098,0.24914442162902123,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sivert Mannsverk,32,73,Professional,8175,22.0,2036-06-30,300000.0,74.0,Italy (Serie A),Italian Serie A,2033-07-10,62.0,14,16,12,13,16,15,13,15,14,15,12,16,13,14,12,13,14,13,16,12,14,12,13,9,7,14,11,11,7,15,9,13,14,15,12,13,Inj,6.63,2 (15),By request,- - -,17,1,Italy,542.0,30.510609171800137,1.4893908281998631,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Danilo,33,69,Fairly Professional,8165,8.5,2035-06-30,150000.0,20.5,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-01-05,32.5,13,18,12,15,14,14,14,10,13,15,15,16,14,13,13,14,7,11,10,9,15,11,10,11,9,15,11,12,5,14,12,14,16,15,10,11,Wnt,6.96,19,Not set,- - -,19,0,France,176.0,31.001368925393567,1.998631074606434,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ísak Jóhannesson,31,71,Resolute,8140,,2037-06-30,140000.0,,England (Premier Division),English Premier Division,2034-07-01,21.5,13,13,12,15,13,14,14,11,14,12,12,15,15,16,16,13,11,15,14,12,16,14,15,12,12,14,9,12,5,12,12,12,16,16,12,13,,7.21,21,Not set,- - -,21,0,England,907.0,30.485284052019164,0.5147159479808351,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fábio Vieira,34,68,Spirited,8126,,2036-06-30,135000.0,,Qatar (Stars League),Qatar Stars League,2034-10-09,67.0,12,15,12,15,12,15,16,10,14,10,12,16,14,13,10,14,5,11,9,5,14,10,14,12,12,16,7,12,4,6,14,7,17,16,13,14,Inj,7.23,15,Not set,- - -,15,0,Qatar,542.0,33.75906913073238,0.24093086926762491,4.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Lamine Camara,31,68,Perfectionist,8116,67.5,2036-06-30,70000.0,10.5,Spain (First Division),Spanish First Division,2030-07-24,9.5,12,15,14,13,14,14,14,14,14,16,14,16,16,15,16,15,6,15,14,13,14,13,13,11,13,13,9,13,8,12,11,12,13,14,14,13,Wnt,7.04,20,Not set,- - -,20,0,Spain,542.0,26.548254620123203,4.4517453798767965,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Amir Richardson,32,77,Resolute,8097,8.9,2036-06-30,84000.0,46.5,Portugal (Premier League),Portuguese Premier League,2033-11-29,68.0,15,15,14,15,12,16,12,9,13,14,13,16,13,15,12,15,17,11,11,10,14,11,5,10,10,13,13,10,1,13,6,14,15,16,8,4,Bid,7.04,3 (10),Not set,- - -,13,0,Portugal,542.0,30.899383983572896,1.1006160164271048,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cheick Doucouré,34,71,Spirited,8085,3.45,2036-06-30,71000.0,3.0,Spain (First Division),Spanish First Division,2034-08-04,20.5,14,16,14,15,13,14,12,10,12,14,13,15,14,15,9,13,11,11,12,9,15,9,7,8,9,15,12,10,9,14,7,15,15,15,10,8,,6.98,4 (9),Not set,- - -,13,0,Spain,542.0,33.578370978781656,0.4216290212183436,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mads Bidstrup,33,70,Fairly Determined,8078,,2036-06-30,73000.0,21.5,Spain (First Division),Spanish First Division,2034-12-31,24.5,13,15,14,14,16,15,12,12,13,16,14,16,16,16,14,13,8,13,15,11,16,13,10,11,9,15,9,12,5,12,9,13,14,14,8,13,,7.24,21,Not set,- - -,21,0,Spain,542.0,32.98631074606434,0.013689253935660506,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ivan Ilić,33,72,Professional,8078,11.0,2036-06-30,82000.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-07-01,22.0,10,16,12,15,13,13,14,10,14,12,15,15,12,15,12,14,12,14,12,11,16,11,13,11,11,15,8,12,8,10,11,13,16,16,11,14,,7.00,8 (14),Not set,- - -,22,0,France,542.0,32.48528405201917,0.5147159479808351,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Farès Chaïbi,32,72,Fairly Determined,8077,,2036-06-30,72000.0,10.25,Germany (Bundesliga),Bundesliga,2034-05-16,10.25,11,13,12,15,12,14,16,7,14,10,12,16,12,16,14,12,11,13,13,12,13,13,15,11,12,15,8,11,6,8,16,10,16,15,12,14,,6.99,17,Not set,- - -,17,0,Germany,542.0,31.359342915811087,0.6406570841889117,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mohammed Kudus,34,70,Balanced,8059,6.6,2036-06-30,135000.0,25.0,England (Premier Division),English Premier Division,2034-04-14,63.0,15,14,14,16,12,13,16,7,14,9,13,13,15,13,12,11,7,9,10,9,14,11,10,13,14,15,8,9,11,7,14,5,16,14,12,10,Lst,6.67,5 (11),Listed,- - -,16,1,England,542.0,33.27173169062286,0.7282683093771389,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Máximo Perrone,31,70,Fairly Ambitious,8038,,2036-06-30,180000.0,31.0,Italy (Serie A),Italian Serie A,2034-08-10,94.0,13,16,13,15,14,16,15,13,13,14,13,17,13,14,14,14,9,14,13,12,14,14,8,12,9,16,11,12,9,14,11,13,16,16,12,9,,7.05,21 (3),Not set,- - -,24,0,Italy,542.0,30.59479808350445,0.405201916495551,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hunor Németh,27,69,Fairly Professional,8030,32.5,2038-06-30,140000.0,42.5,England (Premier Division),English Premier Division,2034-08-24,103.0,15,16,10,16,10,13,11,15,12,7,12,16,14,14,15,16,4,14,16,14,16,16,7,14,11,16,9,12,4,10,6,13,15,16,6,11,,6.89,12 (11),Not set,- - -,23,0,England,1272.0,26.633127994524298,0.3668720054757016,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carlos Soler,38,71,Resolute,8026,0.16499999999999998,2035-06-30,75000.0,,Saudi Arabia (First Division),Saudi First Division League,2033-09-16,45.5,13,14,12,13,12,13,14,13,12,12,12,12,13,15,8,12,9,5,8,4,14,6,13,6,13,16,10,13,3,11,12,12,14,15,16,14,Ret,6.47,26,Not set,- - -,26,0,Saudi Arabia,176.0,36.69678302532512,1.3032169746748803,4.0,387.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Eric Martel,32,74,Resolute,8021,,2036-06-30,81000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-07-13,2.1,16,16,16,13,16,12,9,15,11,15,15,14,16,17,13,14,15,13,15,13,16,12,4,11,7,12,14,10,11,15,5,14,12,13,9,8,,8.07,26,Not set,- - -,26,0,Saudi Arabia,542.0,31.51813826146475,0.48186173853524983,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Joe Willock,35,70,Fairly Ambitious,7985,0.035,2035-06-30,7250.0,,Netherlands (Eredivisie),Eredivisie,2033-08-16,45.0,10,15,13,15,13,13,16,4,15,9,14,14,15,13,11,11,7,8,9,6,14,11,6,9,11,14,6,10,3,7,11,9,14,14,8,9,Ret,6.57,0 (17),Listed,- - -,17,1,Netherlands,176.0,33.61190965092403,1.3880903490759753,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
