Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Argentina,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Denmark,Country_Ecuador,Country_England,Country_France,Country_Germany,Country_Greece,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Simone Pafundi,28,66,Driven,8240,53.5,2038-06-30,235000.0,48.0,Spain (First Division),Spanish First Division,2034-09-01,122.0,6,13,10,14,13,16,16,10,17,13,12,17,12,18,16,13,6,14,12,12,13,15,14,15,13,16,7,14,4,9,16,6,16,14,13,13,,7.47,3,Not set,- - -,3,0,Spain,1272.0,27.655030800821354,0.34496919917864477,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Yehor Yarmoliuk,30,71,Resolute,8217,73.0,2036-06-30,155000.0,68.0,England (Premier Division),English Premier Division,2034-03-25,52.0,13,15,14,14,13,14,13,9,14,12,12,15,17,15,14,13,12,15,14,12,16,15,11,13,12,13,9,12,6,12,9,11,13,14,10,12,Inj,6.92,12 (11),Not set,- - -,23,0,England,542.0,29.21697467488022,0.783025325119781,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Martin Baturina,31,68,Spirited,8195,,2036-06-30,110000.0,19.5,Italy (Serie A),Italian Serie A,2033-11-23,49.5,11,14,10,16,9,12,16,11,14,11,11,16,12,16,15,15,6,12,12,12,14,13,12,15,11,15,5,13,5,9,13,9,15,15,10,12,,7.23,18,Not set,- - -,18,0,Italy,542.0,29.882956878850102,1.1170431211498972,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stiven Shpendi,31,71,Resolute,8186,48.5,2036-06-30,150000.0,31.0,England (Premier Division),English Premier Division,2033-10-03,29.5,11,16,12,15,14,15,16,15,15,11,12,15,13,15,16,12,12,15,13,12,14,13,7,12,14,14,10,12,5,7,12,7,15,13,11,12,Ask,6.86,19 (1),Not set,- - -,20,0,England,542.0,29.743326488706366,1.2566735112936345,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kang-In Lee,33,68,Spirited,8172,2.025,2035-06-30,130000.0,18.75,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2032-06-05,20.0,13,14,12,13,12,12,17,11,13,9,11,16,13,16,15,11,6,11,10,8,12,12,12,14,12,14,7,14,7,6,11,4,15,15,13,13,Wnt,6.95,1 (3),By request,- - -,4,1,France,176.0,30.415468856947296,2.5845311430527036,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fábio Vieira,34,68,Spirited,8126,,2036-06-30,135000.0,,Qatar (Stars League),Qatar Stars League,2034-10-09,67.0,12,15,12,15,12,15,16,10,14,10,12,16,14,13,10,14,5,11,9,5,14,10,14,12,12,16,7,12,4,6,14,7,17,16,13,14,Inj,7.23,15,Not set,- - -,15,0,Qatar,542.0,33.75906913073238,0.24093086926762491,4.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Idriss Payet,26,70,Fairly Professional,8123,67.0,2038-06-30,79000.0,32.5,Spain (First Division),Spanish First Division,2033-05-09,41.0,10,16,11,17,12,13,13,10,16,9,12,16,13,11,16,12,8,12,13,12,16,14,10,13,11,13,13,12,6,8,11,6,17,15,8,11,,7.08,13 (2),Not set,- - -,15,0,Spain,1272.0,24.340862422997947,1.6591375770020533,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Lamine Camara,31,68,Perfectionist,8116,67.5,2036-06-30,70000.0,10.5,Spain (First Division),Spanish First Division,2030-07-24,9.5,12,15,14,13,14,14,14,14,14,16,14,16,16,15,16,15,6,15,14,13,14,13,13,11,13,13,9,13,8,12,11,12,13,14,14,13,Wnt,7.04,20,Not set,- - -,20,0,Spain,542.0,26.548254620123203,4.4517453798767965,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Ilias Akhomach,30,69,Spirited,8085,55.5,2036-06-30,160000.0,64.0,Germany (Bundesliga),Bundesliga,2033-07-01,97.0,11,11,12,13,10,14,18,10,14,7,10,13,10,15,18,13,5,14,12,12,15,15,12,14,11,14,6,12,7,5,13,5,16,14,11,13,Wnt,7.23,17,Not set,- - -,17,0,Germany,542.0,28.48596851471595,1.514031485284052,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Farès Chaïbi,32,72,Fairly Determined,8077,,2036-06-30,72000.0,10.25,Germany (Bundesliga),Bundesliga,2034-05-16,10.25,11,13,12,15,12,14,16,7,14,10,12,16,12,16,14,12,11,13,13,12,13,13,15,11,12,15,8,11,6,8,16,10,16,15,12,14,,6.99,17,Not set,- - -,17,0,Germany,542.0,31.359342915811087,0.6406570841889117,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mohammed Kudus,34,70,Balanced,8059,6.6,2036-06-30,135000.0,25.0,England (Premier Division),English Premier Division,2034-04-14,63.0,15,14,14,16,12,13,16,7,14,9,13,13,15,13,12,11,7,9,10,9,14,11,10,13,14,15,8,9,11,7,14,5,16,14,12,10,Lst,6.67,5 (11),Listed,- - -,16,1,England,542.0,33.27173169062286,0.7282683093771389,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adam Karabec,31,74,Fairly Professional,8001,,2036-06-30,79000.0,,Netherlands (Eredivisie),Eredivisie,2034-08-01,12.0,8,13,7,12,15,13,16,9,14,10,11,13,13,13,14,14,13,15,13,13,14,16,11,14,14,15,9,11,6,7,11,7,16,15,11,8,,7.02,21,Not set,- - -,21,0,Netherlands,542.0,30.57015742642026,0.42984257357973993,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Danny Namaso,34,72,Fairly Professional,7969,1.6849999999999998,2035-06-30,67000.0,7.5,Türkiye (Super League),Turkish Super League,2034-04-11,8.5,12,14,11,14,13,13,15,9,16,8,11,15,12,13,11,13,12,10,11,9,16,11,11,11,13,13,10,9,8,7,11,7,16,14,13,13,Wnt,7.28,21,Not set,- - -,21,0,Türkiye,176.0,33.26351813826147,0.7364818617385352,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Takefusa Kubo,33,68,Fairly Determined,7965,,2036-06-30,100000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-07-01,8.0,8,16,12,16,14,16,16,8,15,8,14,16,14,17,11,14,6,9,9,8,11,12,13,14,14,16,6,12,8,7,12,6,17,15,7,11,,7.44,28,Not set,- - -,28,0,Saudi Arabia,542.0,32.48528405201917,0.5147159479808351,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Giovanni Reyna,32,73,Fairly Ambitious,7935,1.5,2035-06-30,175000.0,14.5,Germany (Bundesliga),Bundesliga,2032-04-26,15.75,11,15,10,16,11,12,14,8,14,9,11,14,11,13,13,12,12,12,11,8,14,12,12,14,11,15,6,12,5,8,12,6,15,13,11,12,Lst,-,-,Listed,- - -,0,1,Germany,176.0,29.305954825462013,2.6940451745379876,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bryan Gil,33,69,Light-Hearted,7911,,2036-06-30,125000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-09-13,73.0,10,14,9,12,12,13,17,8,15,6,11,15,13,15,13,13,6,9,10,6,13,12,11,14,14,14,8,11,6,7,14,5,15,13,11,15,,6.90,24,Not set,- - -,24,0,Saudi Arabia,542.0,32.68788501026694,0.31211498973305957,3.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Ismael Saibari,33,73,Fairly Determined,7901,0.22,2035-06-30,87000.0,,Netherlands (Eredivisie),Eredivisie,2033-07-01,37.0,10,13,14,15,11,14,15,12,14,8,13,16,12,15,11,10,13,10,10,8,13,10,10,13,13,15,11,12,11,5,12,5,14,13,13,13,Ret,6.60,0 (2),Listed,- - -,2,1,Netherlands,176.0,31.48596851471595,1.514031485284052,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alan Velasco,32,66,Resolute,7886,6.199999999999999,2035-06-30,165000.0,,Portugal (Premier League),Portuguese Premier League,2033-07-01,80.0,13,15,9,15,15,14,15,8,15,11,11,16,12,15,13,12,4,11,11,8,13,13,11,14,14,14,7,11,6,9,13,6,15,13,11,14,,6.90,5 (11),Not set,- - -,16,0,Portugal,176.0,30.48596851471595,1.514031485284052,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mikkel Damsgaard,34,71,Balanced,7884,0.575,2035-06-30,38500.0,,Greece (Super League 1),Greek Super League 1,2034-07-01,48.0,10,12,10,13,12,12,16,8,14,7,11,16,11,14,9,9,8,7,6,3,12,7,14,13,12,13,5,12,5,8,12,7,15,15,10,14,Inj,6.90,27,Not set,- - -,27,0,Greece,176.0,33.48528405201917,0.5147159479808351,3.0,481.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jonathan David,34,70,Balanced,7850,,2036-06-30,96000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-09-14,28.5,12,13,12,15,11,13,15,13,15,9,12,13,13,14,10,12,10,10,9,9,15,12,8,10,14,14,11,10,3,7,8,5,14,13,15,11,Inj,7.16,22 (1),Not set,- - -,23,0,Saudi Arabia,542.0,33.690622861054074,0.30937713894592744,3.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Brenden Aaronson,34,70,Balanced,7844,0.26,2035-06-30,97000.0,32.0,Türkiye (Super League),Turkish Super League,2033-01-15,64.0,12,12,15,14,11,12,14,9,13,9,15,14,17,11,13,9,8,11,11,8,17,10,12,11,10,13,7,11,4,9,9,9,13,13,11,12,,6.73,3 (19),Not set,- - -,22,0,Türkiye,176.0,32.02874743326489,1.9712525667351128,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Rodrigo Zalazar,35,70,Fairly Determined,7829,,2036-06-30,94000.0,3.2,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-07-19,8.0,16,14,15,14,11,13,16,9,13,10,12,15,15,17,9,8,7,9,6,7,13,10,15,11,11,13,8,14,5,10,15,11,16,14,11,15,,6.73,27 (1),Not set,- - -,28,0,Saudi Arabia,542.0,34.53456536618754,0.4654346338124572,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Daniel Price,27,71,Fairly Professional,7825,97.0,2039-06-30,155000.0,7.25,England (Premier Division),English Premier Division,2034-09-24,5.75,14,16,8,20,13,16,16,16,16,13,12,18,12,11,13,17,12,12,12,12,10,13,7,13,14,16,12,12,5,12,11,12,17,17,8,9,,7.03,19 (1),Not set,- - -,20,0,England,1637.0,26.718001368925393,0.28199863107460643,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luís Guilherme,28,70,Balanced,7823,152.5,2038-06-30,275000.0,59.0,Italy (Serie A),Italian Serie A,2034-07-12,114.0,8,13,9,15,11,14,17,7,17,12,10,15,10,9,18,15,5,16,14,14,15,15,10,14,11,14,8,11,1,5,12,5,14,11,9,13,,6.87,22,Not set,- - -,22,0,Italy,1272.0,27.515400410677618,0.48459958932238195,3.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emile Smith Rowe,34,72,Model Citizen,7771,0.0,,,,England,-,,42.0,13,14,11,13,12,13,16,8,15,9,15,15,14,15,8,12,10,9,10,3,14,11,11,11,12,13,4,12,1,7,14,7,15,15,11,12,Inj,-,-,Not set,- - -,0,0,England,,,,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Malik Tillman,32,74,Fairly Ambitious,7730,,2036-06-30,32500.0,1.0,Mexico (First Division),Mexican First Division,2034-12-27,27.0,11,15,11,15,11,12,14,5,13,6,12,15,10,11,13,13,14,13,12,10,13,13,10,13,12,15,12,12,5,7,9,7,15,15,11,10,,6.20,1,Not set,- - -,1,0,Mexico,542.0,31.975359342915812,0.024640657084188913,4.0,489.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facundo Torres,34,70,Fairly Determined,7725,1.155,2035-06-30,51000.0,,Russia (Premier League),Russian Premier League,2034-07-09,77.0,12,12,9,15,11,13,17,11,13,8,12,15,12,15,9,9,7,8,8,3,14,10,12,10,13,15,5,12,9,7,15,5,15,13,13,13,Ret,7.22,20 (1),Not set,- - -,21,0,Russia,176.0,33.507186858316224,0.4928131416837782,4.0,454.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Zeki Amdouni,34,73,Fairly Professional,7714,,2036-06-30,115000.0,20.5,Qatar (Stars League),Qatar Stars League,2034-06-24,38.0,9,16,9,16,12,14,15,9,16,8,12,13,12,14,10,12,12,11,10,10,15,11,7,13,13,14,11,11,3,5,9,6,15,12,14,9,,7.14,25,Not set,- - -,25,0,Qatar,542.0,33.46611909650924,0.5338809034907598,4.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Conor Gallagher,34,72,Fairly Determined,7712,0.6050000000000001,2035-06-30,59000.0,,Netherlands (Eredivisie),Eredivisie,2034-07-17,44.5,17,12,15,13,14,14,13,11,15,12,15,14,19,17,12,11,12,9,14,10,16,13,12,11,14,13,8,12,6,9,12,13,14,13,8,12,,6.87,5 (13),Not set,- - -,18,0,Netherlands,176.0,33.52908966461328,0.47091033538672145,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tomáš Suslov,32,69,Resolute,7687,,2036-06-30,180000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-03-15,0.85,16,15,13,14,12,12,15,13,13,8,13,15,12,15,15,13,6,12,12,12,15,14,13,14,8,12,7,11,7,7,12,7,13,14,10,13,,7.25,23 (1),Not set,- - -,24,0,Saudi Arabia,542.0,31.189596167008897,0.810403832991102,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Fabian Rieder,32,70,Spirited,7664,,2036-06-30,80000.0,10.25,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-01-30,10.25,13,16,10,15,14,15,14,11,15,11,13,15,14,15,14,15,8,12,14,12,15,13,11,13,9,15,8,12,4,8,12,12,16,15,13,12,,7.10,20,Not set,- - -,20,0,France,542.0,31.069130732375086,0.9308692676249144,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
André Almeida,34,69,Fairly Loyal,7619,0.0325,2035-06-30,20000.0,,Austria (Premier Division),Austrian Premier Division,2034-08-31,6.5,11,13,12,15,12,15,13,10,15,11,14,16,13,14,8,12,4,7,8,4,13,9,11,12,10,14,5,14,4,10,10,10,14,16,12,13,Ret,5.85,9 (1),Not set,- - -,10,0,Austria,176.0,33.65229295003422,0.34770704996577684,3.0,488.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
