Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_China,Country_Colombia,Country_Cyprus,Country_Czechia,Country_DR Congo,Country_England,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Honduras,Country_Hungary,Country_Italy,Country_Ivory Coast,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Eric Martel,32,74,Resolute,8021,,2036-06-30,81000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-07-13,2.1,16,16,16,13,16,12,9,15,11,15,15,14,16,17,13,14,15,13,15,13,16,12,4,11,7,12,14,10,11,15,5,14,12,13,9,8,,8.07,26,Not set,- - -,26,0,Saudi Arabia,542.0,31.51813826146475,0.48186173853524983,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Ryan Gravenberch,32,75,Fairly Determined,7975,,2036-06-30,98000.0,33.0,Spain (First Division),Spanish First Division,2034-01-08,143.0,11,14,13,15,12,13,15,9,15,12,12,15,12,15,13,13,15,12,13,12,13,13,13,12,10,15,12,12,5,10,14,12,15,15,10,12,,7.43,19,Not set,- - -,19,0,Spain,542.0,31.00889801505818,0.9911019849418207,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ibrahima Bamba,32,72,Spirited,7967,8.9,2035-06-30,190000.0,41.0,Germany (Bundesliga),Bundesliga,2033-07-08,51.0,16,15,15,11,17,14,7,12,8,14,14,10,15,17,15,11,14,14,14,11,18,15,5,9,8,10,13,8,10,13,5,15,12,12,8,7,Inj,6.90,20 (2),Not set,- - -,22,0,Germany,176.0,30.50513347022587,1.4948665297741273,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maxence Lacroix,34,75,Fairly Determined,7956,,2036-06-30,53000.0,5.0,Spain (First Division),Spanish First Division,2034-12-30,46.5,16,16,16,12,14,13,12,12,9,16,12,12,13,16,11,12,15,15,9,12,16,11,2,10,7,12,13,6,7,16,3,13,12,13,5,6,,6.89,5 (7),Not set,- - -,12,0,Spain,542.0,33.983572895277206,0.01642710472279261,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Aster Vranckx,32,72,Fairly Determined,7943,,2036-06-30,63000.0,7.0,Germany (Bundesliga),Bundesliga,2034-07-24,7.0,13,13,14,13,15,13,12,14,13,14,15,14,14,15,14,12,13,13,15,11,15,13,10,11,8,13,10,11,6,12,10,14,14,15,11,10,,7.11,17,Not set,- - -,17,0,Germany,542.0,31.548254620123203,0.4517453798767967,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amadou Onana,33,76,Ambitious,7913,,2036-06-30,58000.0,10.75,Spain (First Division),Spanish First Division,2033-08-08,85.0,15,13,14,13,13,12,14,13,11,14,10,15,14,14,13,13,15,15,13,13,14,12,7,12,10,13,11,10,7,13,8,15,14,14,9,9,,7.10,15,Not set,- - -,15,0,Spain,542.0,31.590006844626966,1.4099931553730323,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Tyler Adams,35,69,Resolute,7871,2.9625,2035-06-30,135000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2032-11-30,56.0,16,15,15,12,13,12,9,13,11,14,15,12,17,15,9,11,8,8,10,7,18,10,4,8,5,13,7,7,10,13,4,15,12,14,6,9,Wnt,7.19,26,Not set,- - -,26,0,Saudi Arabia,176.0,32.90280629705681,2.0971937029431897,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Sergio,23,72,Resolute,7865,194.5,2039-06-30,205000.0,60.0,England (Premier Division),English Premier Division,2034-07-13,43.5,13,16,16,13,14,16,10,15,10,16,13,16,17,16,17,15,13,14,16,16,12,15,9,12,7,16,8,12,7,14,12,14,15,13,5,8,,7.07,16 (1),Not set,- - -,17,0,England,1637.0,22.51813826146475,0.48186173853524983,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hicham Boudaoui,35,69,Light-Hearted,7862,0.385,2035-06-30,20500.0,,Italy (Serie A),Italian Serie A,2033-07-28,3.5,9,14,13,14,13,12,17,11,13,13,14,16,15,15,13,12,7,9,12,9,18,10,10,11,7,14,8,10,3,13,10,14,15,16,10,11,,6.67,0 (7),Not set,- - -,7,0,Italy,176.0,33.559890485968516,1.4401095140314852,3.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rodrigo Zalazar,35,70,Fairly Determined,7829,,2036-06-30,94000.0,3.2,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-07-19,8.0,16,14,15,14,11,13,16,9,13,10,12,15,15,17,9,8,7,9,6,7,13,10,15,11,11,13,8,14,5,10,15,11,16,14,11,15,,6.73,27 (1),Not set,- - -,28,0,Saudi Arabia,542.0,34.53456536618754,0.4654346338124572,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Roméo Lavia,30,72,Ambitious,7813,18.0,2036-06-30,115000.0,53.0,England (Premier Division),English Premier Division,2033-10-05,65.0,15,15,12,13,13,13,15,13,13,14,15,15,16,16,15,12,12,14,15,14,14,14,5,12,7,15,6,11,4,12,11,13,14,14,5,7,Wnt,6.57,2 (7),By request,- - -,9,1,England,542.0,28.748802190280628,1.2511978097193703,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leandro Barreiro,35,69,Spirited,7798,0.46749999999999997,2035-06-30,64000.0,28.0,Spain (First Division),Spanish First Division,2032-06-24,46.5,16,14,17,12,15,13,11,14,13,14,15,13,17,17,12,12,8,10,12,9,18,11,10,9,10,13,10,9,5,12,7,15,13,13,9,9,,6.57,1 (6),Not set,- - -,7,0,Spain,176.0,32.46748802190281,2.532511978097194,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ronald van Beek,26,69,Fairly Professional,7792,78.0,2039-06-30,245000.0,46.5,Germany (Bundesliga),Bundesliga,2034-12-12,36.5,14,14,9,14,12,15,15,10,12,13,12,17,12,12,16,12,8,14,13,13,14,13,7,13,13,15,5,10,5,11,7,10,15,17,4,6,,7.26,21 (1),Not set,- - -,22,0,Germany,1637.0,25.93429158110883,0.06570841889117043,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rodrigo Villagra,33,70,Fairly Determined,7785,2.045,2036-12-31,42000.0,0.0,Argentina (Premier Division),Argentine Premier Division,2034-07-01,0.95,15,16,12,12,14,15,13,10,12,16,13,16,13,15,10,13,8,10,11,11,14,8,7,12,8,14,9,8,4,14,7,16,13,14,7,9,,-,-,Not set,- - -,0,0,Argentina,726.0,32.48528405201917,0.5147159479808351,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nicolás Domínguez,36,70,Spirited,7753,0.2075,2035-06-30,145000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2033-06-30,56.0,17,14,15,12,14,14,12,11,13,14,15,17,15,16,8,9,10,6,10,6,16,6,6,8,8,15,12,11,4,11,5,17,15,16,12,10,,6.33,1 (6),Not set,- - -,7,0,Saudi Arabia,176.0,34.483230663928815,1.516769336071184,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Aleksandar Pavlović,30,74,Spirited,7734,42.5,2036-06-30,125000.0,42.5,Spain (First Division),Spanish First Division,2034-08-03,86.0,12,15,13,15,15,13,12,14,12,15,13,15,14,15,15,13,16,15,16,13,14,13,14,11,8,15,11,10,6,13,13,13,14,14,13,12,,6.85,6 (16),Not set,- - -,22,0,Spain,542.0,29.575633127994525,0.4243668720054757,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ronald,31,73,Fairly Determined,7684,,2036-06-30,78000.0,15.75,Portugal (Premier League),Portuguese Premier League,2034-07-01,10.75,12,16,13,14,13,13,10,15,12,14,13,16,14,15,13,13,15,13,14,12,15,14,8,11,9,14,12,9,9,13,8,13,15,15,7,10,,7.35,9 (5),Not set,- - -,14,0,Portugal,542.0,30.485284052019164,0.5147159479808351,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Gabriel Moscardo,29,73,Fairly Determined,7657,40.5,2037-12-31,97000.0,29.0,Brazil (First Division),Brazilian National First Division,2034-12-31,100.0,11,14,13,15,16,14,13,13,14,15,12,14,13,15,13,14,14,15,14,14,15,15,7,12,9,12,13,12,7,15,10,12,10,13,5,7,,-,-,Not set,- - -,0,0,Brazil,1091.0,28.98631074606434,0.013689253935660506,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aljoscha Kemlein,30,73,Resolute,7648,39.5,2036-06-30,77000.0,47.0,Spain (First Division),Spanish First Division,2033-01-27,41.5,14,15,15,13,15,14,13,13,13,14,14,14,15,15,14,14,14,15,16,14,18,13,10,11,8,12,11,12,5,13,10,13,14,13,10,10,,7.08,1 (7),Not set,- - -,8,0,Spain,542.0,28.06160164271047,1.9383983572895278,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Simon Sohm,33,74,Fairly Professional,7642,0.88,2035-06-30,19500.0,,Netherlands (Eredivisie),Eredivisie,2034-07-24,13.0,16,15,15,15,13,12,11,9,12,15,14,12,12,13,8,11,14,8,10,10,15,8,7,10,6,12,11,8,8,13,5,14,12,13,8,11,,6.79,19,Not set,- - -,19,0,Netherlands,176.0,32.5482546201232,0.4517453798767967,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sotiris Alexandropoulos,33,73,Resolute,7631,,2036-06-30,43000.0,1.8,Portugal (Premier League),Portuguese Premier League,2034-09-26,5.5,15,15,15,12,13,13,13,11,13,13,12,13,15,15,16,16,13,15,14,12,14,15,7,11,7,12,11,11,6,13,8,14,13,14,9,8,,7.12,20,Not set,- - -,20,0,Portugal,542.0,32.723477070499655,0.27652292950034224,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Albert Sambi Lokonga,35,72,Fairly Determined,7605,,2036-06-30,98000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-07-14,93.0,12,15,12,15,14,13,14,12,13,12,16,14,15,15,9,10,10,10,9,8,15,9,10,10,8,15,9,12,9,12,9,13,15,14,11,10,Inj,6.97,24,Not set,- - -,24,0,Saudi Arabia,542.0,34.520876112251884,0.4791238877481177,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Markus Solbakken,34,72,Resolute,7566,,2036-06-30,54000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2033-07-17,8.5,12,14,11,16,13,14,14,11,13,14,13,14,15,16,11,13,12,10,10,8,13,12,14,11,7,15,9,13,5,12,10,12,15,15,11,12,,7.34,25,Not set,- - -,25,0,Saudi Arabia,542.0,32.52977412731006,1.4702258726899384,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Carlos Baleba,31,72,Fairly Professional,7560,17.75,2036-06-30,45500.0,21.0,Netherlands (Eredivisie),Eredivisie,2034-01-31,65.0,10,15,12,13,15,13,13,10,12,14,13,15,13,13,13,11,13,14,14,14,15,14,6,12,8,15,9,11,4,12,6,15,12,14,5,11,,7.08,19 (4),Not set,- - -,23,0,Netherlands,542.0,30.071868583162217,0.9281314168377823,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ibrahim Sangaré,37,75,Fairly Professional,7556,1.0499999999999998,2035-06-30,52000.0,2.6,Italy (Serie A),Italian Serie A,2033-07-24,70.0,16,14,17,15,13,14,14,14,11,16,17,14,17,12,12,13,17,7,11,10,16,7,11,10,7,13,14,13,5,14,11,15,13,15,4,9,nEU,6.67,19,Not set,- - -,19,0,Italy,176.0,35.548939082819984,1.4510609171800137,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gustavo Puerta,31,68,Fairly Determined,7535,,2036-06-30,65000.0,31.5,Italy (Serie A),Italian Serie A,2034-06-30,55.0,15,15,15,12,14,12,13,13,12,13,12,14,15,15,15,13,7,13,14,13,13,14,13,11,9,13,9,13,5,13,10,13,14,13,10,11,nEU,7.12,20,Not set,- - -,20,0,Italy,542.0,30.482546201232033,0.5174537987679672,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kristijan Belić,33,70,Fairly Determined,7526,,2036-06-30,25500.0,,Italy (Serie A),Italian Serie A,2035-01-02,27.5,17,15,16,12,13,13,13,13,11,14,14,14,16,16,13,14,11,12,14,13,15,10,5,9,8,14,10,11,6,14,5,14,13,13,10,8,,6.68,1 (5),Not set,- - -,6,0,Italy,542.0,32.9917864476386,0.008213552361396304,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Can Bozdogan,33,69,Resolute,7518,0.11,2035-06-30,37000.0,,Netherlands (Eredivisie),Eredivisie,2034-07-19,21.0,14,13,13,16,11,12,14,9,13,12,12,15,14,15,10,11,7,12,9,9,13,10,14,12,7,14,7,11,4,11,12,12,14,13,10,13,,6.97,3 (4),Not set,- - -,7,0,Netherlands,176.0,32.53456536618754,0.4654346338124572,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Samuele di Benedetto,29,69,Fairly Ambitious,7490,33.0,2036-06-30,78000.0,37.5,Portugal (Premier League),Portuguese Premier League,2032-01-25,41.5,15,14,11,16,13,14,17,13,11,15,12,17,12,13,14,13,5,15,14,13,14,14,13,12,8,16,8,13,5,13,16,13,16,16,14,11,Wnt,7.29,13,Not set,- - -,13,0,Portugal,542.0,26.05407255304586,2.945927446954141,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Umut Tohumcu,30,73,Resolute,7475,31.5,2037-06-30,45500.0,7.5,Netherlands (Eredivisie),Eredivisie,2033-08-11,2.9,14,13,13,14,12,14,15,14,11,14,12,15,12,15,14,14,15,13,13,12,14,12,14,12,9,15,9,13,6,13,14,13,14,15,14,11,Wnt,7.25,19,Not set,- - -,19,0,Netherlands,907.0,28.598220396988363,1.4017796030116358,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amadou Koné,29,72,Fairly Professional,7424,38.0,2037-06-30,73000.0,12.25,Germany (Bundesliga),Bundesliga,2033-03-02,23.0,10,14,11,10,15,14,10,12,10,16,12,14,13,14,12,14,13,15,15,15,13,13,10,11,10,14,10,14,6,12,10,12,13,14,1,10,,7.01,13,Not set,- - -,13,0,Germany,907.0,27.154688569472963,1.8453114305270362,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Antoni Tribulietx,26,69,Determined,7422,94.5,2038-06-30,165000.0,53.0,Spain (First Division),Spanish First Division,2033-07-09,53.0,19,16,19,14,15,14,18,8,12,14,12,14,13,20,17,12,3,14,17,14,13,15,8,12,13,15,9,11,5,13,10,13,14,15,4,11,,6.92,22,Not set,- - -,22,0,Spain,1272.0,24.507871321013006,1.4921286789869952,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Leon Avdullahu,30,73,Spirited,7404,16.5,2036-06-30,75000.0,4.9,Italy (Serie A),Italian Serie A,2032-09-08,4.6,12,14,12,15,12,15,11,11,14,14,13,15,12,15,15,14,14,13,13,13,15,13,6,12,4,15,9,10,3,12,7,14,14,14,8,7,,7.15,16 (1),Not set,- - -,17,0,Italy,542.0,27.675564681724847,2.324435318275154,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
