Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_China,Country_Colombia,Country_Croatia,Country_Denmark,Country_Ecuador,Country_England,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Italy,Country_Japan,Country_Mali,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Slovenia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Tunisia,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Arthur Theate,34,73,Resolute,8359,,2036-06-30,110000.0,6.5,England (Premier Division),English Premier Division,2034-09-01,25.5,15,17,15,12,14,14,13,14,11,15,13,11,14,17,15,14,14,11,14,13,15,13,4,9,9,13,16,8,7,15,5,14,12,13,6,9,,7.09,18,Not set,- - -,18,0,England,542.0,33.65503080082136,0.34496919917864477,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Abakar Sylla,32,74,Perfectionist,8356,37.0,2036-06-30,180000.0,24.0,Germany (Bundesliga),Bundesliga,2034-02-12,35.0,18,14,16,11,14,12,12,20,12,13,13,10,14,15,16,16,16,15,15,15,16,15,7,9,8,14,15,8,9,14,7,13,14,13,7,8,,6.97,18,Not set,- - -,18,0,Germany,542.0,31.104722792607802,0.8952772073921971,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ali Cörüt,26,76,Light-Hearted,8337,77.5,2039-06-30,400000.0,23.0,England (Premier Division),English Premier Division,2034-08-07,28.5,9,16,17,12,17,17,13,17,11,17,12,11,16,12,13,14,16,14,17,14,17,16,1,8,5,11,14,4,7,13,3,14,12,11,7,5,,7.11,23,Not set,- - -,23,0,England,1637.0,25.586584531143053,0.4134154688569473,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lorenzo Pirola,32,73,Perfectionist,8312,,2036-06-30,230000.0,7.75,Italy (Serie A),Italian Serie A,2034-12-26,7.0,15,15,14,13,14,14,7,12,7,16,12,9,15,15,15,15,15,14,15,15,17,14,3,11,9,12,15,4,6,15,3,16,13,13,4,9,,7.02,18,Not set,- - -,18,0,Italy,542.0,31.972621492128678,0.02737850787132101,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alessandro Circati,31,75,Fairly Professional,8300,,2037-06-30,99000.0,12.25,England (Premier Division),English Premier Division,2034-04-28,9.0,14,16,13,15,17,15,12,14,14,16,11,12,13,13,14,14,16,15,14,12,15,13,6,9,10,12,15,8,14,15,5,13,12,12,8,9,,6.82,21,Not set,- - -,21,0,England,907.0,30.310061601642712,0.6899383983572895,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nathan Collins,33,77,Perfectionist,8263,18.75,2035-06-30,120000.0,23.0,England (Premier Division),English Premier Division,2033-03-31,56.0,13,15,17,16,16,14,5,15,5,15,14,12,16,15,12,13,15,14,13,14,16,14,4,10,5,12,15,4,7,14,5,15,13,14,4,9,,7.10,22,Not set,- - -,22,0,England,176.0,31.234086242299796,1.7659137577002053,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lautaro Villegas,26,72,Realist,8257,31.5,2038-06-30,145000.0,25.5,Portugal (Premier League),Portuguese Premier League,2032-07-11,49.0,11,16,13,12,15,17,6,18,12,14,12,11,11,16,17,14,11,16,14,15,16,15,5,9,5,11,9,5,8,14,5,15,9,14,5,9,Wnt,7.10,21,Not set,- - -,21,0,Portugal,1272.0,23.51403148528405,2.485968514715948,2.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joaquim Serra,22,74,Resolute,8226,160.0,2039-06-30,250000.0,36.0,England (Premier Division),English Premier Division,2034-06-27,27.0,18,17,18,15,16,16,12,5,16,16,11,15,13,15,16,16,16,17,17,15,13,15,5,12,7,14,16,6,10,17,8,17,15,14,8,7,,6.94,21,Not set,- - -,21,0,England,1637.0,21.474332648870636,0.5256673511293635,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Edmond Tapsoba,35,76,Resolute,8203,0.6599999999999999,2035-06-30,98000.0,16.0,Germany (Bundesliga),Bundesliga,2033-10-07,16.25,13,15,13,16,15,13,11,13,8,16,13,13,13,15,9,14,15,11,9,12,14,10,3,10,6,14,12,6,7,16,7,16,14,17,13,6,Wnt,6.55,1 (2),Listed,- - -,3,1,Germany,176.0,33.75427789185489,1.2457221081451062,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Morato,33,76,Fairly Professional,8198,,2036-06-30,64000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-07-01,5.25,14,15,15,13,14,13,8,14,11,15,13,13,13,13,11,15,17,12,11,14,16,11,6,7,8,10,14,8,10,15,6,14,11,13,10,10,,7.67,24,Not set,- - -,24,0,Saudi Arabia,542.0,32.48528405201917,0.5147159479808351,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Arouna Sanganté,32,74,Fairly Professional,8189,34.5,2036-06-30,350000.0,32.5,England (Premier Division),English Premier Division,2034-09-01,50.0,16,16,14,15,16,15,7,11,10,17,12,10,14,13,16,13,14,14,13,14,16,14,4,6,5,11,14,8,9,16,5,13,10,13,4,8,,7.10,15,Not set,- - -,15,0,England,542.0,31.655030800821354,0.34496919917864477,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alan Matturro,30,74,Fairly Determined,8189,36.5,2037-06-30,105000.0,13.5,Spain (First Division),Spanish First Division,2033-04-22,8.25,14,15,12,12,15,14,11,16,13,14,12,13,12,15,12,15,14,14,15,14,15,14,6,12,7,12,14,12,10,14,6,13,12,13,7,12,,7.23,20,Not set,- - -,20,0,Spain,907.0,28.2943189596167,1.7056810403832992,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Mika Mármol,33,71,Resolute,8157,10.2,2035-06-30,105000.0,13.0,Italy (Serie A),Italian Serie A,2034-07-13,92.0,13,16,13,16,15,15,12,12,10,14,12,14,12,15,14,15,12,14,12,12,16,14,6,11,8,13,13,7,9,14,6,14,15,15,6,12,,7.00,8 (1),Not set,- - -,9,0,Italy,176.0,32.51813826146475,0.48186173853524983,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pierre Kalulu,34,72,Light-Hearted,8149,8.85,2035-06-30,66000.0,6.0,Belgium (Jupiler Pro League),Jupiler Pro League,2034-09-06,63.0,13,15,13,13,15,13,6,12,12,14,15,13,14,15,11,13,14,12,12,10,15,13,6,10,7,13,12,7,11,15,5,15,13,13,7,12,,7.15,13,Not set,- - -,13,0,Belgium,176.0,33.66872005475702,0.33127994524298426,3.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mauro Perković,31,73,Resolute,8140,,2036-06-30,200000.0,47.0,Italy (Serie A),Italian Serie A,2034-05-16,45.0,13,17,17,11,16,14,8,12,11,15,14,11,15,15,14,13,14,15,15,15,16,14,3,9,6,11,13,6,12,14,2,15,12,14,7,12,,7.15,22,Not set,- - -,22,0,Italy,542.0,30.359342915811087,0.6406570841889117,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sepp van den Berg,33,76,Resolute,8129,,2036-06-30,97000.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-01-03,1.5,15,14,15,13,15,14,9,13,11,15,13,12,14,15,13,13,17,15,13,13,13,12,3,9,7,13,16,6,12,13,6,14,14,13,6,10,,6.99,16,Not set,- - -,16,0,France,542.0,31.99520876112252,1.0047912388774811,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cenk Özkacar,34,75,Resolute,8124,16.25,2035-06-30,50000.0,9.5,Portugal (Premier League),Portuguese Premier League,2034-09-01,13.25,16,16,16,14,14,14,7,13,9,14,14,10,17,15,11,13,17,14,13,12,14,13,5,8,8,13,14,5,5,15,5,16,13,13,7,7,,7.24,18,Not set,- - -,18,0,Portugal,176.0,33.65503080082136,0.34496919917864477,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Benoît Badiashile,33,76,Resolute,8112,3.525,2036-06-30,82000.0,21.5,Spain (First Division),Spanish First Division,2033-12-11,48.5,10,14,15,16,13,15,9,12,6,14,13,11,13,15,12,14,17,12,13,14,15,13,3,8,5,14,16,6,7,14,4,15,12,13,6,4,Bid,6.55,2,By request,- - -,2,1,Spain,542.0,31.93223819301848,1.0677618069815196,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Jorne Spileers,29,74,Resolute,8082,26.0,2037-06-30,115000.0,18.25,Portugal (Premier League),Portuguese Premier League,2032-09-23,18.25,9,15,12,14,14,14,11,11,13,14,14,14,14,15,16,14,14,15,14,12,13,14,7,8,7,13,12,9,6,16,8,14,13,13,8,8,Wnt,7.04,22,Not set,- - -,22,0,Portugal,907.0,26.71663244353183,2.2833675564681726,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cláudio Roberto,24,72,Unsporting,8081,135.0,2038-06-30,275000.0,14.0,England (Premier Division),English Premier Division,2033-06-27,14.0,12,17,19,14,15,16,10,13,12,17,18,13,17,17,14,17,13,14,16,15,12,15,5,10,5,11,12,8,9,15,3,17,11,13,3,7,,7.01,29,Not set,- - -,29,0,England,1272.0,22.475017111567418,1.5249828884325805,2.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ethan Ampadu,34,72,Spirited,8041,,2036-06-30,41000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-07-10,65.0,12,16,16,15,15,14,8,14,8,15,12,14,13,13,10,14,13,12,10,9,14,12,5,8,6,13,12,5,11,14,5,15,12,14,9,9,,6.91,28,Not set,- - -,28,0,Saudi Arabia,542.0,33.50992470910335,0.49007529089664614,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Jakub Kiwior,34,74,Fairly Professional,8026,,2036-06-30,135000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-07-27,53.0,13,16,13,13,14,13,10,12,6,15,14,11,12,14,12,12,16,11,10,8,15,12,6,9,7,12,13,7,7,14,11,13,13,14,7,12,,7.61,27 (1),Not set,- - -,28,0,Saudi Arabia,542.0,33.5564681724846,0.44353182751540043,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Murillo,32,74,Fairly Professional,8013,,2036-06-30,105000.0,34.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-06-30,73.0,12,14,14,12,13,13,12,11,9,15,12,12,13,13,14,12,15,14,13,13,15,14,6,11,8,14,13,7,8,13,10,14,13,14,8,9,,7.03,20,Not set,- - -,20,0,France,542.0,31.482546201232033,0.5174537987679672,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hiroki Ito,35,74,Light-Hearted,8005,,2036-06-30,29000.0,,Netherlands (Eredivisie),Eredivisie,2034-07-12,40.0,13,15,13,15,15,14,11,13,11,15,15,12,14,16,9,13,12,10,12,8,16,9,11,9,7,13,11,7,14,14,11,13,12,13,7,12,,7.16,23,Not set,- - -,23,0,Netherlands,542.0,34.51540041067762,0.48459958932238195,3.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Serdar Saatçı,31,75,Resolute,7975,,2037-06-30,97000.0,16.75,U.A.E. (Pro League),UAE Professional League,2034-06-22,8.5,15,15,15,13,13,14,8,10,10,12,13,13,13,15,15,15,14,14,14,15,16,15,8,10,7,13,13,5,6,14,4,15,14,14,8,7,,7.30,25 (1),Not set,- - -,26,0,U.A.E.,907.0,30.460643394934976,0.5393566050650239,4.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Andrea Papetti,32,73,Professional,7975,,2036-06-30,160000.0,5.25,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-07-25,4.1,14,16,12,12,16,15,5,12,10,16,13,12,13,16,15,15,14,15,15,14,17,15,3,9,9,11,14,7,7,14,4,13,12,13,5,7,,6.99,13 (2),Not set,- - -,15,0,France,542.0,31.550992470910334,0.4490075290896646,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ibrahima Bamba,32,72,Spirited,7967,8.9,2035-06-30,190000.0,41.0,Germany (Bundesliga),Bundesliga,2033-07-08,51.0,16,15,15,11,17,14,7,12,8,14,14,10,15,17,15,11,14,14,14,11,18,15,5,9,8,10,13,8,10,13,5,15,12,12,8,7,Inj,6.90,20 (2),Not set,- - -,22,0,Germany,176.0,30.50513347022587,1.4948665297741273,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Agustín López,26,74,Resolute,7963,74.0,2039-06-30,150000.0,9.25,England (Premier Division),English Premier Division,2034-11-19,7.5,11,15,13,12,17,17,10,16,11,15,12,16,11,15,15,14,16,16,12,13,16,14,7,8,4,9,14,8,7,16,11,13,12,8,5,10,,6.84,21,Not set,- - -,21,0,England,1637.0,25.871321013004792,0.12867898699520877,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maxence Lacroix,34,75,Fairly Determined,7956,,2036-06-30,53000.0,5.0,Spain (First Division),Spanish First Division,2034-12-30,46.5,16,16,16,12,14,13,12,12,9,16,12,12,13,16,11,12,15,15,9,12,16,11,2,10,7,12,13,6,7,16,3,13,12,13,5,6,,6.89,5 (7),Not set,- - -,12,0,Spain,542.0,33.983572895277206,0.01642710472279261,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Josip Stanišić,34,74,Professional,7923,0.3,2035-06-30,350000.0,,England (Premier Division),English Premier Division,2032-07-01,49.5,13,13,16,13,16,13,11,10,11,14,15,12,14,15,11,12,13,12,11,12,15,10,6,10,6,13,12,6,11,13,5,14,12,13,6,11,Ret,7.03,1 (2),Listed,- - -,3,1,England,176.0,31.48665297741273,2.513347022587269,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Riccardo Calafiori,32,74,Resolute,7899,2.4,2035-06-30,120000.0,48.0,England (Premier Division),English Premier Division,2031-10-09,89.0,15,18,11,15,14,15,13,10,12,13,13,12,14,15,11,14,14,13,12,12,14,12,6,11,8,12,12,12,11,13,7,14,14,14,7,12,Wnt,6.99,3 (4),By request,- - -,7,1,England,176.0,28.758384668035593,3.241615331964408,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Otávio,32,74,Fairly Professional,7861,,2036-12-31,51000.0,,Brazil (First Division),Brazilian National First Division,2033-07-10,45.5,13,14,16,14,15,12,6,9,14,15,13,13,13,14,15,15,15,15,13,14,16,14,5,11,8,13,15,4,9,14,6,14,12,12,8,8,,-,-,Not set,- - -,0,0,Brazil,726.0,30.510609171800137,1.4893908281998631,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ilario Monterisi,33,75,Fairly Professional,7856,17.0,2036-06-30,55000.0,19.75,Spain (First Division),Spanish First Division,2034-12-08,23.5,13,15,14,12,15,13,11,10,11,14,12,11,13,14,16,13,16,15,13,13,14,14,4,10,8,13,15,11,6,14,3,13,11,13,4,12,,7.19,19,Not set,- - -,19,0,Spain,542.0,32.9233401779603,0.07665982203969883,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
