Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Angola,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Cape Verde,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Cyprus,Country_Czechia,Country_DR Congo,Country_Denmark,Country_Ecuador,Country_England,Country_Eq. Guinea,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Honduras,Country_Hungary,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Ivory Coast,Country_Japan,Country_Mali,Country_Mexico,Country_Morocco,Country_N.Ireland,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Slovenia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_Tunisia,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_Uruguay,Country_Venezuela,Country_nan
Robenílson,26,69,Light-Hearted,9295,162.0,2039-06-30,375000.0,169.0,England (Premier Division),English Premier Division,2034-08-27,153.0,14,15,10,15,10,17,16,10,16,12,16,16,17,15,15,14,5,14,16,14,13,15,7,16,12,16,10,10,5,11,10,9,16,16,9,9,,7.34,9 (9),Not set,- - -,18,0,England,1637.0,25.641341546885695,0.3586584531143053,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joaquim Serra,22,74,Resolute,8226,160.0,2039-06-30,250000.0,36.0,England (Premier Division),English Premier Division,2034-06-27,27.0,18,17,18,15,16,16,12,5,16,16,11,15,13,15,16,16,16,17,17,15,13,15,5,12,7,14,16,6,10,17,8,17,15,14,8,7,,6.94,21,Not set,- - -,21,0,England,1637.0,21.474332648870636,0.5256673511293635,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luan,22,75,Resolute,7334,151.5,2038-06-30,195000.0,18.0,Spain (First Division),Spanish First Division,2034-03-02,18.0,8,15,19,15,18,15,7,9,13,19,13,13,13,15,15,17,19,14,16,14,13,17,6,12,9,13,13,10,8,16,8,17,13,15,9,8,Wnt,6.97,20,Not set,- - -,20,0,Spain,1272.0,21.15400410677618,0.8459958932238193,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Carlos Augusto,26,67,Fairly Determined,6592,152.5,2039-12-31,70000.0,45.5,Brazil (First Division),Brazilian National First Division,2034-12-31,74.0,13,15,18,14,14,17,11,12,13,16,11,13,14,15,14,14,6,15,13,12,15,12,8,8,5,13,9,10,10,13,6,15,16,16,3,12,,-,-,Not set,- - -,0,0,Brazil,1821.0,25.98631074606434,0.013689253935660506,4.0,493.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luís Guilherme,28,70,Balanced,7823,152.5,2038-06-30,275000.0,59.0,Italy (Serie A),Italian Serie A,2034-07-12,114.0,8,13,9,15,11,14,17,7,17,12,10,15,10,9,18,15,5,16,14,14,15,15,10,14,11,14,8,11,1,5,12,5,14,11,9,13,,6.87,22,Not set,- - -,22,0,Italy,1272.0,27.515400410677618,0.48459958932238195,3.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michael Kayode,30,70,Professional,9570,148.5,2036-06-30,500000.0,50.0,England (Premier Division),English Premier Division,2031-06-20,50.0,12,16,12,14,17,15,11,11,15,16,12,14,16,15,17,17,11,16,16,14,18,16,6,13,11,15,15,9,16,15,6,16,13,15,6,15,,7.16,23,Not set,- - -,23,0,England,542.0,26.45448323066393,3.5455167693360714,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carlos Zapata,26,68,Professional,5548,134.0,2039-06-30,220000.0,35.0,Italy (Serie A),Italian Serie A,2034-12-18,82.0,9,14,9,11,15,16,11,13,13,18,15,12,16,15,16,13,3,15,17,12,11,15,5,9,7,13,10,7,5,14,4,12,14,10,2,13,,6.77,19,Not set,- - -,19,0,Italy,1637.0,25.95071868583162,0.049281314168377825,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cláudio Roberto,24,72,Unsporting,8081,135.0,2038-06-30,275000.0,14.0,England (Premier Division),English Premier Division,2033-06-27,14.0,12,17,19,14,15,16,10,13,12,17,18,13,17,17,14,17,13,14,16,15,12,15,5,10,5,11,12,8,9,15,3,17,11,13,3,7,,7.01,29,Not set,- - -,29,0,England,1272.0,22.475017111567418,1.5249828884325805,2.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andrei Borza,29,71,Resolute,7177,149.0,2037-06-30,85000.0,10.75,England (Premier Division),English Premier Division,2032-07-02,17.25,8,15,13,12,16,14,12,9,12,15,12,13,13,15,17,13,12,15,14,13,13,15,8,12,9,13,9,13,8,13,7,13,13,14,8,13,,6.92,21,Not set,- - -,21,0,England,907.0,26.489390828199863,2.510609171800137,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Edgar García,24,70,Resolute,6891,145.5,2038-06-30,155000.0,10.75,England (Premier Division),English Premier Division,2033-07-29,8.5,18,16,16,14,15,16,13,14,10,17,11,14,12,15,14,15,10,15,16,14,16,17,6,9,7,11,13,8,3,14,6,14,13,13,7,8,,6.72,20,Not set,- - -,20,0,England,1272.0,22.562628336755647,1.4373716632443532,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ignacio Durá,24,72,Resolute,9061,143.0,2038-06-30,190000.0,67.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-08-08,43.0,15,19,18,15,16,18,8,17,14,16,12,15,16,15,16,18,13,16,17,16,14,16,6,11,6,12,16,6,7,14,4,14,11,13,7,10,,7.10,21,Not set,- - -,21,0,France,1272.0,22.590006844626966,1.4099931553730323,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Antoni Solà,24,67,Driven,6061,136.5,2037-06-30,215000.0,55.0,England (Premier Division),English Premier Division,2033-11-08,41.0,10,15,11,13,11,15,12,15,13,10,11,15,13,18,19,17,6,16,16,12,12,17,9,15,9,16,8,11,8,9,2,6,14,14,9,16,,7.25,22,Not set,- - -,22,0,England,907.0,22.84188911704312,1.158110882956879,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rodny Dors,25,71,Model Citizen,10000,138.0,2039-06-30,425000.0,0.825,Italy (Serie A),Italian Serie A,2034-11-12,0.825,9,17,12,16,18,17,11,19,14,16,18,18,16,16,18,16,13,16,18,14,15,16,9,14,11,13,16,13,14,15,7,16,12,13,10,12,,7.37,21 (2),Not set,- - -,23,0,Italy,1637.0,24.852156057494867,0.14784394250513347,0.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adam Flint,24,73,Driven,7306,120.5,2039-06-30,400000.0,47.5,England (Premier Division),English Premier Division,2034-06-28,47.5,9,16,16,11,14,13,2,8,3,16,14,12,11,20,17,16,16,12,14,14,15,13,1,3,2,10,1,2,2,1,1,2,11,12,3,1,,6.67,20,Not set,- - -,20,0,England,1637.0,23.477070499657767,0.5229295003422314,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facundo Buonanotte,30,69,Fairly Professional,8690,135.5,2037-06-30,195000.0,5.0,England (Premier Division),English Premier Division,2033-07-04,6.0,12,14,13,14,15,12,14,13,16,10,12,13,15,11,17,16,5,14,15,12,14,15,12,15,13,14,10,14,9,11,11,10,13,14,12,14,,6.93,18 (1),Not set,- - -,19,0,England,907.0,28.494182067077343,1.5058179329226558,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Guillaume Restes,29,74,Resolute,8964,120.5,2039-06-30,325000.0,10.25,England (Premier Division),English Premier Division,2034-08-03,8.25,10,17,14,14,16,16,7,14,1,16,11,19,12,16,16,14,15,14,13,13,17,13,4,1,2,13,1,3,1,1,3,1,13,15,3,3,,6.98,25,Not set,- - -,25,0,England,1637.0,28.575633127994525,0.4243668720054757,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
James Price,26,69,Perfectionist,8541,108.0,2038-06-30,250000.0,16.0,England (Premier Division),English Premier Division,2033-11-30,16.0,8,15,7,16,11,15,16,9,16,9,12,12,14,15,17,18,5,20,16,13,17,17,12,17,18,16,10,12,6,9,15,2,17,12,12,11,Inj,7.22,19 (1),Not set,- - -,20,0,England,1272.0,24.902121834360027,1.0978781656399725,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alex,26,72,Driven,5490,129.5,2038-06-30,155000.0,15.75,England (Premier Division),English Premier Division,2034-09-12,15.75,12,14,11,15,9,13,16,11,14,7,13,12,13,19,18,16,13,14,17,12,15,16,10,16,10,14,11,11,1,10,13,6,13,10,4,13,,6.96,6 (12),Not set,- - -,18,0,England,1272.0,25.685147159479808,0.31485284052019163,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paul Wanner,29,73,Fairly Ambitious,8910,129.5,2037-06-30,175000.0,54.0,Italy (Serie A),Italian Serie A,2033-02-28,56.0,8,15,10,17,14,14,17,9,16,13,13,17,13,13,17,15,15,15,13,12,13,14,13,13,11,15,8,12,9,11,16,8,17,16,11,14,,7.37,20,Not set,- - -,20,0,Italy,907.0,27.1492128678987,1.8507871321013005,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chris Falster,21,75,Perfectionist,8616,117.5,2039-06-30,190000.0,96.0,England (Premier Division),English Premier Division,2034-08-16,72.0,5,15,11,11,16,17,3,8,1,13,8,17,11,15,16,13,17,8,11,14,9,10,6,2,3,8,1,3,1,2,3,1,9,11,3,2,,6.91,26,Not set,- - -,26,0,England,1637.0,20.61122518822724,0.3887748117727584,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ruben van Bommel,30,76,Fairly Determined,8120,130.5,2036-06-30,155000.0,48.0,England (Premier Division),English Premier Division,2033-01-24,81.0,11,14,9,16,12,14,13,9,14,8,11,14,12,15,16,14,17,17,12,12,16,15,11,13,14,13,12,13,5,6,10,6,12,12,13,14,,7.22,21 (1),Not set,- - -,22,0,England,542.0,28.053388090349078,1.946611909650924,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bayron Báez,24,69,Model Professional,7202,116.0,2038-06-30,475000.0,3.5,England (Premier Division),English Premier Division,2033-07-10,3.5,8,16,12,19,12,18,17,10,18,12,12,17,13,15,16,15,7,15,14,12,17,15,12,15,14,18,11,15,6,11,15,8,17,14,9,14,Ask,6.93,19 (1),Not set,- - -,20,0,England,1272.0,22.510609171800137,1.4893908281998631,5.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rayan,28,73,Resolute,5569,126.5,2038-06-30,225000.0,13.5,Italy (Serie A),Italian Serie A,2034-05-16,16.0,10,12,12,13,11,14,13,11,15,11,12,12,12,15,17,15,15,14,14,14,16,14,11,14,15,13,13,13,9,8,9,8,13,11,9,15,nEU,7.26,24,Not set,- - -,24,0,Italy,1272.0,27.359342915811087,0.6406570841889117,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jakub Schwarz,21,73,Fairly Professional,6726,126.5,2039-06-30,155000.0,7.5,England (Premier Division),English Premier Division,2034-07-13,7.5,13,14,19,13,17,16,12,10,12,15,12,13,12,13,15,14,16,16,15,14,13,15,4,10,5,13,13,9,13,14,6,15,10,13,7,8,,6.85,24 (2),Not set,- - -,26,0,England,1637.0,20.51813826146475,0.48186173853524983,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
