Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Cmd,Pun,TRO,Han,Thr,Ecc,Ref,Kic,1v1,Com,Aer,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Dri,Fir,Hea,Mar,Tck,Tec,Pas,Av Rat,Apps,Transfer Status,Inf,xGP/90,xGP,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Brazil,Country_China,Country_Denmark,Country_England,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Italy,Country_Japan,Country_Mexico,Country_Netherlands,Country_Norway,Country_Portugal,Country_Qatar,Country_Saudi Arabia,Country_Scotland,Country_Serbia,Country_Spain,Country_Sweden,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_nan
Diego Callai,30,76,Fairly Determined,6267,13.5,2037-12-31,58000.0,9.75,Brazil (First Division),Brazilian National First Division,2033-08-21,13.25,13,9,11,13,15,6,15,12,13,15,17,8,11,10,13,14,12,3,11,1,15,12,15,12,15,14,12,16,13,13,13,15,12,1,8,6,1,2,8,10,-,-,Not set,Wnt,-,-,- - -,0,0,Brazil,1091.0,28.625598904859686,1.374401095140315,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Franco Jaroszewicz,28,74,Fairly Professional,4768,12.0,2037-12-31,9500.0,6.75,Brazil (First Division),Brazilian National First Division,2034-08-24,5.75,15,7,11,14,15,5,13,14,16,10,15,10,14,12,9,12,12,1,7,1,13,9,11,8,11,13,11,16,11,11,8,12,11,1,10,1,1,1,6,10,-,-,Not set,,-,-,- - -,0,0,Brazil,1091.0,27.633127994524298,0.3668720054757016,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pedro,26,76,Resolute,4405,10.9,2039-12-31,47000.0,17.25,Brazil (First Division),Brazilian National First Division,2034-12-12,21.0,15,9,12,15,17,12,12,10,16,14,17,7,13,13,12,14,13,1,10,2,14,14,13,11,15,15,13,17,10,11,12,15,8,3,7,1,1,2,11,12,-,-,Not set,,-,-,- - -,0,0,Brazil,1821.0,25.93429158110883,0.06570841889117043,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marcelo Nieto,20,74,Resolute,3433,10.55,2038-12-31,19000.0,9.75,Brazil (First Division),Brazilian National First Division,2034-08-08,7.5,11,9,7,15,12,6,16,14,14,12,13,7,12,9,9,11,15,1,14,2,12,10,11,12,15,12,15,13,8,10,10,10,12,2,7,1,1,2,7,10,-,-,Not set,,-,-,- - -,0,0,Brazil,1456.0,19.589322381930184,0.4106776180698152,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Theo Sander,29,76,Fairly Professional,3333,10.3,2036-06-30,15000.0,3.4,Spain (First Division),Spanish First Division,2033-12-03,5.25,13,10,10,12,14,8,14,12,15,13,16,12,13,12,11,13,12,1,6,1,12,7,13,10,13,12,11,16,10,11,12,7,10,2,8,1,3,2,11,13,6.94,12,Not set,,0.91,10.83,- - -,12,0,Spain,542.0,27.910335386721425,1.0896646132785763,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Daniel Peretz,34,75,Spirited,7731,10.0,2035-06-30,115000.0,33.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-07-11,60.0,13,11,14,15,17,11,16,14,17,13,14,12,14,13,15,13,12,10,14,3,14,12,15,15,15,14,12,17,9,11,11,14,9,11,12,7,4,10,12,14,6.81,22,Not set,Wnt,-0.21,-4.63,- - -,22,0,France,176.0,32.51334702258727,1.486652977412731,4.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
André Gomes,30,74,Fairly Professional,4976,10.8,2036-06-30,74000.0,31.5,Netherlands (Eredivisie),Eredivisie,2033-08-24,39.0,13,10,14,11,14,12,14,13,14,12,15,9,14,11,12,14,12,9,10,8,13,10,15,11,14,15,14,16,12,14,14,14,12,3,11,5,1,3,10,13,6.82,16 (1),Not set,,0.12,2.03,- - -,17,0,Netherlands,542.0,28.633812457221083,1.3661875427789185,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Ferrán Quetglás,29,74,Fairly Professional,4798,10.55,2037-06-30,12000.0,5.0,England (Sky Bet League One),Sky Bet League One,2033-09-01,4.9,14,7,13,11,14,5,13,12,15,12,15,7,13,15,12,9,15,2,14,2,13,7,11,8,12,12,10,16,11,9,9,15,13,2,6,1,2,3,5,10,7.10,27,Not set,Inj,0.09,2.26,- - -,27,0,England,907.0,27.65571526351814,1.3442847364818618,4.0,433.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nathaniel Nwosu,28,75,Fairly Determined,6143,9.2,2037-06-30,14500.0,6.5,Netherlands (Eredivisie),Eredivisie,2034-01-13,5.5,13,10,11,13,13,5,14,10,12,14,17,11,9,15,10,14,16,2,14,1,17,8,13,7,15,13,7,16,12,5,8,11,12,3,3,1,1,1,7,14,7.09,9,Not set,Bid,1.19,10.30,- - -,9,0,Netherlands,907.0,27.02258726899384,0.9774127310061602,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Graeme Russell,26,73,Realist,4403,9.1,2037-06-30,39000.0,1.5,England (Premier Division),English Premier Division,2033-08-24,1.2,13,10,9,13,12,1,14,8,16,13,12,13,10,12,9,13,15,3,14,1,10,13,8,11,15,16,16,15,12,12,12,16,11,2,6,1,3,3,9,10,6.75,24,Not set,,0.02,0.45,- - -,24,0,England,907.0,24.633812457221083,1.3661875427789185,2.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maarten Vandevoordt,32,76,Resolute,7550,8.5,2035-06-30,46500.0,37.0,Spain (First Division),Spanish First Division,2030-08-20,49.0,13,6,12,12,14,13,14,15,14,12,16,10,12,10,12,15,12,14,12,2,13,10,9,14,15,13,12,15,13,9,10,10,13,1,10,1,1,2,14,14,6.82,14,Not set,Inj,-0.02,-0.27,- - -,14,0,Spain,176.0,27.62217659137577,4.37782340862423,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Miroslav Atanacković,24,73,Realist,6181,8.399999999999999,2039-06-30,86000.0,7.5,Spain (First Division),Spanish First Division,2034-01-07,5.5,12,11,7,14,16,10,12,13,16,14,16,13,13,11,12,15,14,2,15,1,14,15,9,11,14,14,12,16,12,14,15,13,14,3,7,1,1,3,9,12,6.98,23,Not set,,0.23,5.20,- - -,23,0,Spain,1637.0,23.006160164271048,0.9938398357289527,2.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Martín Ramírez,25,71,Model Citizen,4288,8.2,2037-12-31,6250.0,4.7,Argentina (Premier Division),Argentine Premier Division,2032-08-05,3.9,13,11,7,11,13,5,15,10,11,13,12,3,13,11,10,13,15,1,5,3,13,8,8,9,15,16,15,12,12,9,11,14,11,2,5,1,2,1,10,8,-,-,Not set,Wnt,-,-,- - -,0,0,Argentina,1091.0,22.582477754962355,2.4175222450376452,0.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Domen Gril,33,74,Balanced,5738,8.95,2036-06-30,60000.0,6.0,England (Premier Division),English Premier Division,2034-06-30,24.0,13,13,11,13,14,8,15,13,16,12,14,12,13,13,12,15,12,10,9,10,15,8,14,9,14,14,10,16,10,10,10,12,8,2,11,4,2,1,10,12,6.53,20 (1),Not set,,0.15,3.02,- - -,21,0,England,542.0,32.48254620123203,0.5174537987679672,3.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Daniil Khudyakov,30,76,Balanced,5636,8.0,2037-06-30,67000.0,25.5,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-04-24,49.5,12,9,11,11,14,9,15,11,15,13,16,13,15,14,15,12,14,3,9,2,13,11,17,12,13,13,15,17,13,12,18,11,11,1,9,10,3,1,10,13,6.83,22,Not set,nEU,-0.38,-8.12,- - -,22,0,France,907.0,28.299794661190965,1.700205338809035,3.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wally Jonck,26,74,Light-Hearted,6944,8.0,2038-06-30,96000.0,6.5,Netherlands (Eredivisie),Eredivisie,2034-01-27,12.75,15,9,8,15,14,1,14,12,11,15,15,9,12,7,8,14,12,2,12,2,13,6,7,8,14,15,10,17,11,11,12,11,12,2,7,1,1,3,11,8,7.01,19,Not set,Wnt,0.19,3.49,- - -,19,0,Netherlands,1272.0,25.06091718001369,0.9390828199863107,3.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Charlie Setford,30,76,Resolute,4942,8.0,2036-06-30,9500.0,3.0,Belgium (Jupiler Pro League),Jupiler Pro League,2033-08-02,3.0,13,7,10,12,12,9,12,15,14,14,16,7,16,10,12,13,13,11,14,10,13,8,10,11,15,12,12,15,10,11,11,12,9,2,9,4,1,1,10,14,6.84,31,Not set,,0.21,6.42,- - -,31,0,Belgium,542.0,28.573579739904176,1.4264202600958247,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matheus Cunha,33,76,Balanced,5478,7.199999999999999,2036-06-30,14500.0,5.0,Belgium (Jupiler Pro League),Jupiler Pro League,2034-01-31,16.75,12,10,13,13,15,5,12,14,16,14,14,12,15,9,13,12,13,2,3,1,14,12,12,11,11,11,11,18,13,10,9,12,12,1,12,1,2,2,9,13,6.67,20,Not set,Wnt,0.11,2.26,- - -,20,0,Belgium,542.0,32.07186858316222,0.9281314168377823,3.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mateo Morro,29,73,Driven,3767,7.3,2038-12-31,19750.0,0.975,Brazil (First Division),Brazilian National First Division,2033-05-28,0.775,16,13,12,15,15,5,15,15,15,12,15,6,12,12,11,15,15,1,5,3,13,8,11,9,18,13,11,15,9,8,7,9,9,2,4,1,3,3,7,12,-,-,Not set,,-,-,- - -,0,0,Brazil,1456.0,27.392881587953458,1.6071184120465434,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Martín Barajas,23,72,Fairly Ambitious,5352,7.1,2039-06-30,44000.0,3.0,Mexico (First Division),Mexican First Division,2034-08-16,4.3,13,7,18,14,16,2,15,13,14,13,13,8,12,9,11,10,16,1,6,2,14,13,10,10,11,16,11,14,8,11,12,10,9,1,10,1,2,2,10,9,7.16,22,Not set,Wnt,0.02,0.43,- - -,22,0,Mexico,1637.0,22.61122518822724,0.3887748117727584,4.0,489.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Enrique Maza,27,72,Fairly Determined,3983,7.1,2037-12-31,22500.0,0.825,Argentina (Premier Division),Argentine Premier Division,2033-06-15,0.75,11,9,10,14,13,8,14,14,13,13,12,12,14,16,13,14,15,2,11,1,14,7,11,8,16,11,12,13,13,10,12,11,12,2,5,1,3,1,6,14,-,-,Not set,Wnt,-,-,- - -,0,0,Argentina,1091.0,25.442162902121833,1.5578370978781657,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Federico Fernández,26,73,Resolute,4555,7.1,2036-12-31,27000.0,4.1,Brazil (First Division),Brazilian National First Division,2032-08-07,4.1,15,14,7,14,16,2,15,12,16,14,15,9,14,8,14,15,15,2,7,1,11,12,14,9,15,15,14,15,8,12,12,14,9,1,7,1,3,1,7,13,-,-,Not set,Wnt,-,-,- - -,0,0,Brazil,726.0,23.587953456536617,2.412046543463381,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enrico Baccaro,27,74,Fickle,3341,6.4,2039-06-30,29500.0,1.7,England (Sky Bet Championship),Sky Bet Championship,2035-01-02,1.4,11,13,16,13,14,8,14,12,14,12,16,11,15,11,12,14,16,2,4,2,12,9,13,7,15,16,13,17,12,12,12,13,7,1,6,1,2,3,9,16,6.92,28,Not set,Wnt,0.41,10.61,- - -,28,0,England,1637.0,26.991786447638603,0.008213552361396304,2.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luiz Turatto,28,76,Resolute,3221,6.3,2038-06-30,45500.0,4.4,England (Premier Division),English Premier Division,2034-06-30,7.0,15,12,8,15,15,5,15,14,15,9,18,7,10,15,11,13,13,2,10,3,13,8,10,6,15,12,10,18,11,5,10,15,11,3,2,1,2,1,6,14,6.27,19,Not set,,-0.46,-8.52,- - -,19,0,England,1272.0,27.482546201232033,0.5174537987679672,4.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alejandro Iturbe,31,73,Balanced,3359,6.1,2038-06-30,46000.0,1.2,England (Premier Division),English Premier Division,2034-12-28,1.8,16,12,6,12,12,7,13,10,12,14,14,10,12,15,12,13,15,3,10,3,13,8,14,8,6,14,10,15,12,9,10,13,12,3,5,1,2,1,7,12,-,-,Not set,,-,-,- - -,0,0,England,1272.0,30.978097193702943,0.02190280629705681,3.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mycael,30,74,Resolute,3486,6.8,2037-12-31,19000.0,3.2,Brazil (Second Division),Brazilian National Second Division,2034-09-02,4.0,12,13,13,13,14,14,13,12,15,12,16,14,13,14,12,13,12,2,12,1,13,11,14,11,15,14,13,17,11,12,13,13,11,2,9,1,2,2,8,11,-,-,Not set,,-,-,- - -,0,0,Brazil,1091.0,29.65776865160849,0.34223134839151265,4.0,446.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Malik Asare,24,74,Balanced,4037,6.5,2037-12-31,3700.0,2.1,U.S.A. (MLS),Major League Soccer,2034-03-26,1.7,12,14,6,13,15,6,13,13,14,12,13,5,8,12,8,8,11,3,5,1,9,11,11,8,14,13,13,11,7,10,10,14,9,2,4,1,3,3,7,10,-,-,Not set,,-,-,- - -,0,0,U.S.A.,1091.0,23.21971252566735,0.7802874743326489,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Tiago Pereira Cardoso,28,75,Resolute,5209,5.9,2037-06-30,17500.0,5.25,Germany (Bundesliga 2),Bundesliga 2,2033-09-01,4.1,13,10,12,12,13,8,13,12,16,13,17,7,13,13,13,13,12,4,14,2,15,9,10,10,15,14,14,17,9,10,14,13,9,3,9,3,3,2,8,11,6.97,14,Not set,Wnt,0.24,3.48,- - -,14,0,Germany,907.0,26.65571526351814,1.3442847364818618,4.0,464.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kaito Nakamura,26,76,Realist,3919,5.7,2039-06-30,42000.0,2.2,Germany (Bundesliga 2),Bundesliga 2,2034-05-20,2.2,14,6,7,13,16,3,13,13,16,14,15,12,13,13,10,14,14,1,11,2,15,8,13,12,14,14,12,16,10,13,13,12,8,2,6,1,3,1,10,9,7.19,15,Not set,Int,0.33,4.89,- - -,15,0,Germany,1637.0,25.370294318959616,0.6297056810403833,2.0,464.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Erik Bonilla,21,74,Resolute,4124,5.3,2038-06-30,25500.0,1.2,Italy (Serie A),Italian Serie A,2033-07-12,1.2,12,9,7,14,13,1,15,12,15,13,14,12,11,13,11,14,14,3,11,1,14,15,9,14,17,17,10,14,10,12,10,11,8,3,6,1,3,1,9,9,6.98,5,Not set,nEU,0.38,1.92,- - -,5,0,Italy,1272.0,19.5160848733744,1.483915126625599,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emir Yaşar,28,75,Resolute,4097,5.75,2038-06-30,4900.0,1.0,Türkiye (Super League),Turkish Super League,2034-09-15,1.0,13,5,12,12,16,8,16,9,16,7,17,8,11,11,12,13,13,1,8,2,13,8,10,11,16,15,12,15,9,13,12,14,8,1,10,2,1,3,7,10,7.13,11,Not set,,0.60,6.64,- - -,11,0,Türkiye,1272.0,27.693360711841205,0.3066392881587953,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Jacopo Sassi,31,76,Fairly Determined,3578,6.3,2037-06-30,32000.0,1.3,Germany (Bundesliga),Bundesliga,2033-07-19,1.1,11,9,11,13,12,9,12,13,13,12,16,8,11,16,11,12,11,2,11,2,12,10,12,9,15,13,12,17,15,4,11,14,10,1,7,1,3,2,10,15,7.13,5 (1),Not set,,0.14,0.78,- - -,6,0,Germany,907.0,29.535249828884325,1.4647501711156743,4.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
João Daniel,26,71,Determined,3976,6.199999999999999,2037-12-31,22500.0,11.75,Brazil (First Division),Brazilian National First Division,2031-12-30,9.5,11,8,8,16,15,1,15,13,15,12,12,11,12,11,11,13,14,3,4,2,14,10,16,12,19,15,16,11,9,12,11,10,8,1,6,1,1,2,6,11,-,-,Not set,Wnt,-,-,- - -,0,0,Brazil,1091.0,22.982888432580424,3.0171115674195756,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Davi,26,73,Realist,3363,5.6,2037-12-31,12000.0,4.9,Brazil (First Division),Brazilian National First Division,2034-07-23,3.9,13,9,8,14,13,1,15,12,11,12,16,12,14,10,10,14,13,1,9,1,12,14,8,10,15,13,11,15,11,10,10,8,8,2,7,1,2,1,11,11,-,-,Not set,,-,-,- - -,0,0,Brazil,1091.0,25.54551676933607,0.4544832306639288,2.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andrea Vujevic,24,72,Fickle,4623,5.45,2039-06-30,39500.0,6.75,Italy (Serie A),Italian Serie A,2034-05-15,5.25,13,13,8,15,13,1,17,12,16,13,11,7,13,11,11,13,14,2,12,3,14,10,15,12,15,13,13,13,9,12,11,13,11,1,6,1,2,2,10,12,6.63,23,Not set,Inj,0.16,3.66,- - -,23,0,Italy,1637.0,23.356605065023956,0.6433949349760438,2.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emilio,25,73,Fairly Determined,3468,4.4,2036-06-30,14250.0,1.4,Italy (Serie B),Italian Serie B,2031-07-11,1.4,13,17,10,11,12,14,14,11,11,13,15,10,12,12,11,13,16,2,6,1,14,16,19,12,15,12,16,16,11,11,7,11,12,1,6,1,2,1,9,11,7.12,20,Listed,Trn,0.41,8.17,- - -,20,1,Italy,542.0,21.511978097193705,3.488021902806297,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rudi Betz,25,74,Professional,3514,5.25,2038-06-30,22000.0,0.875,Germany (Bundesliga),Bundesliga,2034-07-14,0.8,13,7,8,14,13,2,12,14,14,13,14,6,13,11,10,15,14,2,12,2,13,8,9,12,17,14,13,16,10,11,11,15,10,3,6,1,3,2,8,8,6.51,17,Not set,,0.23,3.95,- - -,17,0,Germany,1272.0,24.520876112251884,0.4791238877481177,4.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emre Bilgin,30,74,Resolute,4123,5.800000000000001,2038-06-30,6750.0,1.4,Türkiye (Super League),Turkish Super League,2034-07-11,1.2,12,8,9,12,12,10,14,13,15,13,15,6,13,13,14,13,12,1,9,1,14,10,8,10,15,14,12,16,8,11,10,14,8,1,8,1,2,2,9,12,7.15,28,Not set,,0.41,11.59,- - -,28,0,Türkiye,1272.0,29.512662559890487,0.487337440109514,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Kevin Suárez,27,76,Fairly Determined,3132,4.7,2036-06-30,3100.0,0.65,Saudi Arabia (First Division),Saudi First Division League,2034-01-08,0.525,14,14,11,14,14,1,14,13,14,15,17,6,12,11,11,13,15,3,11,2,12,8,7,10,15,14,16,17,6,11,8,12,6,2,4,1,3,2,9,11,7.53,19,Not set,Inj,0.00,0.00,- - -,19,0,Saudi Arabia,542.0,26.00889801505818,0.9911019849418207,4.0,387.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Maximo González,29,73,Fairly Professional,3507,5.6,2036-12-31,5000.0,2.0,Argentina (Premier Division),Argentine Premier Division,2033-07-22,1.8,13,8,11,12,13,8,13,12,15,14,15,11,12,12,12,10,16,3,13,3,14,8,10,7,7,13,12,15,7,7,9,14,11,12,6,1,1,1,7,11,-,-,Not set,,-,-,- - -,0,0,Argentina,726.0,27.543463381245722,1.4565366187542779,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ronnie Hollingshead,30,74,Determined,4352,4.8,2036-06-30,6250.0,0.475,England (Sky Bet League One),Sky Bet League One,2034-04-03,0.525,12,10,10,12,13,6,11,11,13,11,13,5,14,11,13,10,12,2,10,3,13,9,9,11,19,15,11,14,12,7,10,10,12,1,11,1,2,2,12,12,6.81,24,Not set,,-0.02,-0.34,- - -,24,0,England,542.0,29.241615331964407,0.758384668035592,4.0,433.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
